id,Mecaniques
180471,Memory
180471,Push Your Luck
180471,Score-and-Reset Game
180471,Set Collection
198700,Cooperative Game
198700,Dice Rolling
198700,Variable Player Powers
314009,Action Points
314009,Legacy Game
314009,Pick-up and Deliver
314009,Take That
22684,Simulation
13455,Dice Rolling
13455,Measurement Movement
13455,Simulation
349042,Deck
349042,Bag
349042,and Pool Building
349042,Dice Rolling
349042,Set Collection
209290,Action Points
765,Mancala
217974,Hand Management
217974,Hidden Victory Points
217974,Take That
217974,Variable Player Powers
4202,Dice Rolling
4202,Hexagon Grid
4202,Line of Sight
4202,Simulation
168792,Cooperative Game
168792,Open Drafting
168792,Worker Placement
297570,Push Your Luck
297570,Set Collection
375573,Dice Rolling
375573,Worker Placement with Dice Workers
145086,Open Drafting
145086,Secret Unit Deployment
320255,Action / Event
320255,Cooperative Game
320255,Critical Hits and Failures
320255,Dice Rolling
320255,Grid Movement
320255,Legacy Game
320255,Line of Sight
320255,Multiple Maps
320255,Narrative Choice / Paragraph
320255,Role Playing
320255,Scenario / Mission / Campaign Game
320255,Simultaneous Action Selection
320255,Solo / Solitaire Game
320255,Storytelling
320255,Variable Player Powers
120316,Area Majority / Influence
120316,Area Movement
120316,Variable Player Powers
153870,Area Majority / Influence
153870,Auction / Bidding
153870,Simulation
153870,Simultaneous Action Selection
153870,Tile Placement
772,Dice Rolling
772,Predictive Bid
772,Roll / Spin and Move
338896,Dice Rolling
338896,Narrative Choice / Paragraph
338896,Role Playing
338896,Solo / Solitaire Game
338896,Storytelling
206904,Deck
206904,Bag
206904,and Pool Building
206904,Hand Management
206904,Memory
206904,Open Drafting
206904,Trading
206904,Variable Player Powers
355467,Action Points
355467,Betting and Bluffing
355467,Dice Rolling
355467,End Game Bonuses
355467,Hand Management
355467,Open Drafting
355467,Point to Point Movement
355467,Set Collection
355467,Solo / Solitaire Game
355467,Turn Order: Auction
355467,Variable Set-up
321306,Cooperative Game
321306,Narrative Choice / Paragraph
321306,Storytelling
277184,Network and Route Building
277184,Stock Holding
286215,Betting and Bluffing
286215,Dice Rolling
286215,Line Drawing
167604,
15069,Stock Holding
256643,Area Majority / Influence
256643,Command Cards
256643,Deck
256643,Bag
256643,and Pool Building
256643,Dice Rolling
256643,Grid Movement
256643,Hand Management
256643,King of the Hill
256643,Square Grid
256643,Turn Order: Progressive
256643,Variable Set-up
10323,Hand Management
10323,Set Collection
2978,Area Movement
2978,Memory
2978,Secret Unit Deployment
2978,Team-Based Game
165984,
2903,Area Movement
2903,Area-Impulse
2903,Dice Rolling
2903,Secret Unit Deployment
2903,Simulation
228526,Area Majority / Influence
228526,Hand Management
228526,Take That
228526,Variable Player Powers
181959,Dice Rolling
181959,Pattern Building
208321,Area Majority / Influence
208321,Area Movement
208321,Dice Rolling
208321,Minimap Resolution
208321,Secret Unit Deployment
208321,Simulation
193422,Spelling
193422,Tile Placement
193422,Worker Placement
230860,Action Points
230860,Cooperative Game
230860,Grid Movement
230860,Hand Management
230860,Point to Point Movement
230860,Variable Phase Order
277017,Simultaneous Action Selection
277017,Take That
33159,Auction / Bidding
33159,Hand Management
33159,Set Collection
214123,Area Majority / Influence
214123,Hand Management
3887,Commodity Speculation
3887,Roll / Spin and Move
3887,Stock Holding
3887,Trading
203462,Push Your Luck
203462,Set Collection
203462,Simultaneous Action Selection
191067,Dice Rolling
191067,Paper-and-Pencil
191067,Push Your Luck
277901,Action Points
277901,Dice Rolling
277901,Modular Board
277901,Pick-up and Deliver
277901,Push Your Luck
277901,Take That
369082,Action Points
369082,Cooperative Game
369082,Point to Point Movement
369082,Push Your Luck
104736,Voting
192288,Chit-Pull System
192288,Dice Rolling
192288,Simulation
192288,Solo / Solitaire Game
38402,Simultaneous Action Selection
38402,Team-Based Game
38402,Variable Player Powers
38402,Voting
132799,Action Points
132799,Dice Rolling
132799,Grid Movement
132799,Hand Management
132799,Modular Board
132799,Take That
132799,Variable Player Powers
297892,
198701,Cooperative Game
198701,Dice Rolling
198701,Variable Player Powers
27574,Auction: Sealed Bid
27574,Pattern Building
391625,Communication Limits
391625,Cooperative Game
230514,Action Queue
230514,Set Collection
230514,Trading
230514,Worker Placement
4358,Hexagon Grid
207899,
196698,Campaign / Battle Card Driven
196698,Variable Player Powers
3517,
164259,Area Majority / Influence
164259,Dice Rolling
164259,Grid Movement
164259,Hexagon Grid
164259,Memory
164259,Secret Unit Deployment
164259,Variable Player Powers
400949,Cooperative Game
400949,Dice Rolling
400949,Die Icon Resolution
400949,Solo / Solitaire Game
400949,Variable Player Powers
400949,Variable Set-up
271002,Action Queue
271002,Area Majority / Influence
271002,Hexagon Grid
271002,Modular Board
271002,Open Drafting
271002,Set Collection
271002,Tile Placement
271002,Variable Phase Order
3562,Action Points
3562,Set Collection
206780,Grid Movement
206780,Set Collection
185262,Auction / Bidding
185262,Deck
185262,Bag
185262,and Pool Building
185262,Hand Management
185262,Open Drafting
109296,Roll / Spin and Move
223201,Area Majority / Influence
223201,Dice Rolling
328643,Deck
328643,Bag
328643,and Pool Building
328643,Dice Rolling
328643,Die Icon Resolution
328643,Open Drafting
328643,Re-rolling and Locking
328643,Set Collection
129904,Cooperative Game
129904,Memory
129904,Team-Based Game
204592,Cooperative Game
204592,Dice Rolling
204592,Memory
344427,Auction: Dexterity
344427,Dice Rolling
344427,Grid Movement
344427,Moving Multiple Units
344427,Simultaneous Action Selection
344427,Square Grid
333481,Auction: Turn Order Until Pass
333481,Dice Rolling
333481,Investment
333481,Player Elimination
333481,Trading
333481,Variable Player Powers
220368,Cooperative Game
220368,Dice Rolling
142687,Events
142687,Hand Management
354342,Hand Management
354342,Player Elimination
354342,Take That
354342,Variable Player Powers
44614,Acting
44614,Role Playing
44614,Voting
2388,Dice Rolling
2388,Events
2388,Grid Movement
2388,Hexagon Grid
2388,Modular Board
2388,Movement Points
2388,Point to Point Movement
2388,Simulation
2388,Variable Set-up
378040,Dice Rolling
378040,Push Your Luck
309003,Deduction
309003,Narrative Choice / Paragraph
309003,Storytelling
177823,Dice Rolling
177823,Grid Movement
257378,Area Majority / Influence
257378,Set Collection
257378,Worker Placement
88922,Deduction
88922,Memory
88922,Open Drafting
2881,Dice Rolling
2881,Hexagon Grid
2881,Line of Sight
2881,Secret Unit Deployment
2881,Simulation
183780,Area Movement
267397,Betting and Bluffing
267397,Dice Rolling
267397,Simultaneous Action Selection
558,Auction / Bidding
558,Hand Management
558,Network and Route Building
558,Voting
14701,Campaign / Battle Card Driven
14701,Dice Rolling
14701,Events
14701,Point to Point Movement
14701,Simulation
284751,Cooperative Game
284751,Deck
284751,Bag
284751,and Pool Building
284751,Hand Management
284751,Modular Board
284751,Simultaneous Action Selection
284751,Variable Phase Order
284751,Variable Player Powers
5516,Action Points
5516,Area Movement
21463,Trick-taking
251632,Modular Board
251632,Tile Placement
251632,Worker Placement
201054,Memory
201054,Set Collection
388683,Action Drafting
388683,Action Points
388683,End Game Bonuses
388683,Hand Management
388683,Hidden Victory Points
388683,Highest-Lowest Scoring
388683,Open Drafting
388683,Pattern Building
388683,Set Collection
388683,Turn Order: Claim Action
172033,Player Elimination
172033,Point to Point Movement
113853,Dice Rolling
113853,Pick-up and Deliver
113853,Set Collection
346094,Communication Limits
346094,Cooperative Game
346094,Hand Management
346094,Memory
154857,Area Majority / Influence
154857,Hand Management
154857,Hexagon Grid
154857,Modular Board
154857,Take That
154857,Variable Player Powers
34450,Dice Rolling
34450,Open Drafting
54201,Dice Rolling
54201,Paper-and-Pencil
186793,Hand Management
186793,Set Collection
186793,Take That
182050,Cooperative Game
182050,Dice Rolling
182050,Hand Management
182050,Open Drafting
182050,Take That
368554,Dice Rolling
368554,Push Your Luck
368554,Re-rolling and Locking
91430,Pattern Building
91430,Simultaneous Action Selection
1881,Modular Board
1881,Race
271759,Auction: Dutch
271759,Open Drafting
271759,Player Elimination
180977,Deck
180977,Bag
180977,and Pool Building
180977,Hand Management
180977,Team-Based Game
401,Dice Rolling
401,Push Your Luck
401,Set Collection
245950,Auction / Bidding
245950,Hand Management
245950,Open Drafting
167283,Area Movement
167283,Grid Movement
167283,Memory
215918,Hand Management
215918,Take That
215918,Trading
6559,Chit-Pull System
6559,Hexagon Grid
6559,Movement Points
6559,Multiple Maps
6559,Ratio / Combat Results Table
6559,Zone of Control
198608,Dice Rolling
198608,Point to Point Movement
198608,Simulation
198608,Solo / Solitaire Game
2888,Area-Impulse
2888,Hexagon Grid
2888,Modular Board
2888,Variable Player Powers
258,Hand Management
258,Set Collection
345863,Set Collection
345863,Simultaneous Action Selection
345863,Take That
10186,Dice Rolling
10186,Hexagon Grid
10186,Simulation
50381,Hand Management
50381,Player Judge
50381,Simultaneous Action Selection
293579,Card Play Conflict Resolution
293579,Hand Management
293579,Memory
293579,Open Drafting
293579,Variable Player Powers
293579,Variable Set-up
420091,Acting
420091,Cooperative Game
420091,Team-Based Game
5641,Dice Rolling
5641,Elapsed Real Time Ending
5641,Roll / Spin and Move
378524,Action / Event
378524,End Game Bonuses
378524,Memory
378524,Multi-Use Cards
378524,Ordering
24078,Hand Management
24078,Simulation
276654,Action Queue
276654,Area Majority / Influence
276654,Hand Management
276654,Open Drafting
276654,Secret Unit Deployment
276654,Simultaneous Action Selection
283935,Dice Rolling
283935,Re-rolling and Locking
283935,Set Collection
234860,Area Majority / Influence
234860,Hand Management
234860,Pattern Building
28004,Dice Rolling
28004,Modular Board
28004,Tile Placement
28004,Variable Player Powers
1373,Hexagon Grid
1373,Secret Unit Deployment
149639,Betting and Bluffing
149639,Dice Rolling
149639,Hand Management
149639,Set Collection
149639,Trick-taking
56835,
2538,Grid Movement
2538,Variable Player Powers
276281,Push Your Luck
87893,Dice Rolling
412997,Set Collection
5241,Dice Rolling
5241,Hexagon Grid
5241,Simulation
158876,Dice Rolling
158876,Modular Board
421299,Deck
421299,Bag
421299,and Pool Building
421299,Finale Ending
157451,Cooperative Game
157451,Memory
157451,Pattern Recognition
194028,Dice Rolling
194028,Movement Template
194028,Point to Point Movement
5278,Hexagon Grid
278042,Area Majority / Influence
278042,Cooperative Game
278042,Dice Rolling
278042,Hand Management
278042,Solo / Solitaire Game
177976,Memory
177976,Player Elimination
177976,Push Your Luck
177976,Secret Unit Deployment
109801,Dice Rolling
109801,Pattern Recognition
161719,Area Majority / Influence
161719,Hand Management
161719,Set Collection
2778,Dice Rolling
2778,Grid Movement
2778,Hexagon Grid
2778,Movement Points
2778,Simulation
2778,Zone of Control
74233,Betting and Bluffing
313439,Betting and Bluffing
313439,Square Grid
368168,Dice Rolling
368168,Die Icon Resolution
368168,Impulse Movement
340898,Dice Rolling
340898,Roll / Spin and Move
340898,Variable Player Powers
9792,Team-Based Game
9792,Variable Player Powers
9792,Voting
40638,Area Majority / Influence
40638,Area Movement
40638,Campaign / Battle Card Driven
40638,Dice Rolling
40638,Set Collection
361552,Cooperative Game
361552,Variable Player Powers
278305,Auction / Bidding
278305,Hand Management
278305,Variable Player Powers
174990,Area Majority / Influence
174990,Auction / Bidding
174990,Variable Player Powers
49261,Enclosure
49261,Hand Management
49261,Pattern Building
49261,Stock Holding
49261,Tile Placement
193417,Hand Management
193417,Memory
193417,Pick-up and Deliver
193417,Rock-Paper-Scissors
193417,Trading
183949,Area Majority / Influence
183949,Hand Management
4604,Set Collection
4604,Take That
35706,Modular Board
35706,Network and Route Building
35706,Tile Placement
303648,Cooperative Game
303648,Pattern Building
278989,Dice Rolling
278989,Hand Management
278989,Open Drafting
164446,Action Queue
164446,Dice Rolling
164446,Hand Management
164446,Push Your Luck
164446,Variable Player Powers
241829,Set Collection
241829,Worker Placement
15386,
366782,Area Majority / Influence
366782,End Game Bonuses
366782,Real-Time
366782,Set Collection
73312,Hand Management
73312,I Cut
73312,You Choose
25972,Dice Rolling
25972,Measurement Movement
25972,Simulation
276923,Open Drafting
276923,Pattern Building
276923,Set Collection
192201,Set Collection
192201,Tile Placement
246938,Area Majority / Influence
246938,Hand Management
225000,Betting and Bluffing
225000,Hand Management
225000,Variable Player Powers
346553,Hand Management
6282,Action Points
6282,Dice Rolling
6282,Grid Movement
6282,Ratio / Combat Results Table
6282,Role Playing
6282,Scenario / Mission / Campaign Game
6282,Simulation
6282,Square Grid
8757,Hexagon Grid
15173,Cooperative Game
27736,Action Points
27736,Cooperative Game
27736,Modular Board
27736,Simultaneous Action Selection
192315,Cooperative Game
192315,Dice Rolling
192315,Grid Movement
192315,Hand Management
192315,Role Playing
192315,Variable Player Powers
209849,Action Queue
209849,Player Elimination
209849,Simultaneous Action Selection
274566,Area Movement
274566,Deck
274566,Bag
274566,and Pool Building
274566,Modular Board
274566,Traitor Game
274566,Variable Player Powers
205544,Action Points
205544,Cooperative Game
205544,Dice Rolling
205544,Hand Management
205544,Modular Board
205544,Pick-up and Deliver
205544,Variable Player Powers
130729,Dice Rolling
130729,Enclosure
130729,Set Collection
130729,Tile Placement
8843,Chit-Pull System
8843,Dice Rolling
8843,Hexagon Grid
8843,Simulation
102107,Modular Board
102107,Variable Phase Order
1501,Auction / Bidding
1501,Roll / Spin and Move
26859,Area Movement
26859,Open Drafting
26859,Player Elimination
247188,Dice Rolling
247188,Random Production
247188,Set Collection
77361,
122313,Action Points
122313,Auction / Bidding
122313,Dice Rolling
23055,Tile Placement
8350,Dice Rolling
8350,Hexagon Grid
8350,Simulation
31075,Area Majority / Influence
31075,Network and Route Building
297673,Hand Management
297673,Rock-Paper-Scissors
297673,Simultaneous Action Selection
297673,Variable Player Powers
331808,End Game Bonuses
331808,Pattern Building
331808,Set Collection
331808,Tile Placement
331808,Worker Placement
4668,Grid Movement
4668,Pick-up and Deliver
4668,Push Your Luck
4668,Race
4668,Roll / Spin and Move
4668,Square Grid
4668,Take That
222424,Hand Management
222424,Set Collection
50719,Area Majority / Influence
50719,Dice Rolling
226322,
7501,Dice Rolling
7501,Hexagon Grid
7501,Simulation
169513,Area Movement
169513,Cooperative Game
169513,Dice Rolling
169513,Variable Player Powers
1375,Hexagon Grid
1375,Secret Unit Deployment
5178,Modular Board
81542,Campaign / Battle Card Driven
81542,Dice Rolling
81542,Modular Board
81542,Storytelling
81542,Variable Player Powers
1919,Dice Rolling
1919,Hexagon Grid
193981,Area Majority / Influence
193981,Open Drafting
193981,Simultaneous Action Selection
147144,Dice Rolling
147144,Grid Movement
147144,Player Elimination
332420,Area Movement
332420,Hand Management
332420,Modular Board
332420,Movement Points
332420,Player Elimination
332420,Simulation
332420,Variable Phase Order
332420,Variable Player Powers
332420,Worker Placement
1738,Role Playing
365594,Hand Management
365594,Multi-Use Cards
365594,Open Drafting
365594,Set Collection
365594,Take That
365594,Victory Points as a Resource
185276,Open Drafting
185276,Take That
162580,Area Majority / Influence
162580,Area Movement
162580,Auction / Bidding
162580,Take That
235360,Area Movement
235360,Grid Movement
235360,Pattern Building
235360,Pattern Recognition
235360,Push Your Luck
235360,Simulation
196392,Auction / Bidding
196392,Betting and Bluffing
196392,Commodity Speculation
196392,Hand Management
196392,Open Drafting
196392,Push Your Luck
196392,Secret Unit Deployment
196392,Set Collection
196392,Simulation
196392,Stock Holding
320862,Simultaneous Action Selection
320862,Team-Based Game
246812,Enclosure
246812,Modular Board
246812,Tile Placement
162022,Hand Management
416,Dice Rolling
416,Race
416,Roll / Spin and Move
416,Set Collection
72269,Area Majority / Influence
72269,Commodity Speculation
72269,Modular Board
72269,Stock Holding
72269,Trading
218028,Push Your Luck
218028,Take That
218028,Worker Placement
45319,Stock Holding
203716,Dice Rolling
203716,Simultaneous Action Selection
83919,Paper-and-Pencil
4959,Hexagon Grid
147474,Action Queue
147474,Hand Management
147474,Team-Based Game
147474,Variable Player Powers
361860,
298352,Cooperative Game
298352,Traitor Game
207883,Hand Management
506,Auction / Bidding
506,Dice Rolling
18481,Line Drawing
18481,Paper-and-Pencil
3269,
104555,Memory
104555,Pattern Building
15271,
4052,Action Points
238412,Action Points
238412,Action Queue
238412,Area Movement
238412,Deck
238412,Bag
238412,and Pool Building
238412,Dice Rolling
238412,Hand Management
238412,Open Drafting
238412,Role Playing
238412,Trading
238412,Variable Player Powers
24803,Hand Management
24803,Pattern Recognition
31410,Modular Board
31410,Set Collection
31410,Tile Placement
319095,End Game Bonuses
319095,Grid Coverage
319095,Pattern Building
319095,Score-and-Reset Game
319095,Set Collection
15435,Dice Rolling
15435,Measurement Movement
15435,Simulation
188614,Hand Management
188614,Memory
188614,Single Loser Game
188614,Trick-taking
320677,Dice Rolling
181382,Action Queue
181382,Area Majority / Influence
181382,Modular Board
181382,Open Drafting
181382,Set Collection
181382,Simultaneous Action Selection
192829,Area Movement
192829,Mancala
192829,Pattern Recognition
192829,Pick-up and Deliver
192829,Set Collection
7828,Area Movement
7828,Area-Impulse
7828,Dice Rolling
7828,Secret Unit Deployment
7828,Simulation
920,
159405,Cooperative Game
159405,Deck
159405,Bag
159405,and Pool Building
159405,Point to Point Movement
209282,Modular Board
209282,Paper-and-Pencil
335872,Contracts
335872,Open Drafting
335872,Set Collection
188825,Advantage Token
188825,Campaign / Battle Card Driven
188825,Dice Rolling
188825,Events
188825,Line of Sight
188825,Measurement Movement
188825,Simulation
2339,Modular Board
2339,Multi-Use Cards
2339,Pick-up and Deliver
2339,Tile Placement
365534,Cooperative Game
365534,Real-Time
102881,Grid Movement
102881,Square Grid
240926,Hand Management
240926,Open Drafting
240926,Pattern Building
240926,Victory Points as a Resource
10520,Rock-Paper-Scissors
10520,Secret Unit Deployment
7771,Paper-and-Pencil
7771,Role Playing
7771,Simultaneous Action Selection
404233,Closed Drafting
404233,Increase Value of Unchosen Resources
404233,Investment
404233,Set Collection
404233,Simultaneous Action Selection
20772,Action Points
20772,Area Movement
20772,Pick-up and Deliver
20772,Team-Based Game
2936,Dice Rolling
2936,Hand Management
2936,Relative Movement
225274,Cooperative Game
225274,Dice Rolling
225274,Point to Point Movement
225274,Solo / Solitaire Game
225274,Worker Placement
6617,Pattern Building
6617,Pattern Recognition
6617,Team-Based Game
177843,
18296,Auction / Bidding
18296,Pick-up and Deliver
239877,Cooperative Game
239877,Dice Rolling
239877,Variable Player Powers
255029,Deduction
255029,Grid Movement
1312,Roll / Spin and Move
2629,Grid Movement
2629,Memory
2629,Variable Set-up
220499,Cooperative Game
220499,Tile Placement
126789,Area Majority / Influence
126789,Area Movement
126789,Dice Rolling
162383,Campaign / Battle Card Driven
162383,Grid Movement
162383,Hand Management
162383,Hexagon Grid
162383,Movement Points
421912,Grid Movement
421912,Hand Management
421912,Multi-Use Cards
421912,Scenario / Mission / Campaign Game
421912,Square Grid
421912,Variable Player Powers
421912,Variable Set-up
153002,Cooperative Game
153002,Network and Route Building
153002,Tile Placement
165719,Cooperative Game
165719,Dice Rolling
165719,Modular Board
165719,Variable Player Powers
408545,Betting and Bluffing
408545,Simultaneous Action Selection
229235,Hand Management
229235,Open Drafting
229235,Set Collection
229235,Variable Player Powers
243752,Set Collection
138728,Worker Placement
19081,
394201,Deck
394201,Bag
394201,and Pool Building
394201,Race
394201,Take That
394201,Worker Placement
357963,Dice Rolling
357963,Events
357963,Take That
247778,Hand Management
193,Dice Rolling
193,Push Your Luck
225981,Physical Removal
225981,Player Elimination
225981,Push Your Luck
226860,Open Drafting
378731,Action / Event
378731,Cooperative Game
378731,Deck
378731,Bag
378731,and Pool Building
378731,Dice Rolling
378731,Multi-Use Cards
378731,Push Your Luck
378731,Scenario / Mission / Campaign Game
378731,Solo / Solitaire Game
130499,Area Majority / Influence
130499,Auction / Bidding
130499,Memory
130499,Pattern Recognition
130499,Set Collection
378367,Race
378367,Real-Time
9112,Dice Rolling
9112,Hexagon Grid
9112,Simulation
94915,Dice Rolling
94915,Hand Management
94915,Take That
94915,Trading
94915,Variable Player Powers
470,
348065,Hand Management
348065,Hidden Victory Points
348065,Open Drafting
348065,Stock Holding
156945,Open Drafting
156945,Set Collection
156945,Tile Placement
378556,Hand Management
378556,Set Collection
224319,Pattern Recognition
224319,Real-Time
224319,Tile Placement
295,Voting
20847,Commodity Speculation
20847,Hand Management
20847,Stock Holding
202265,Income
202265,Network and Route Building
202265,Stock Holding
202265,Victory Points as a Resource
210660,Set Collection
210660,Take That
210660,Tile Placement
210660,Worker Placement
4961,Tile Placement
184802,Action Queue
184802,Cooperative Game
184802,Hand Management
184802,Modular Board
184802,Simultaneous Action Selection
184802,Solo / Solitaire Game
184802,Variable Player Powers
15180,Action Points
15180,Area Majority / Influence
15180,Hand Management
370418,Dice Rolling
370418,Pattern Recognition
370418,Tile Placement
370418,Variable Player Powers
328535,Movement Points
328535,Rondel
178166,Hand Management
178166,Open Drafting
178166,Variable Player Powers
171542,Memory
171542,Modular Board
171542,Set Collection
359175,Cooperative Game
359175,Deduction
359175,Once-Per-Game Abilities
359175,Pattern Recognition
359175,Roles with Asymmetric Information
359175,Scenario / Mission / Campaign Game
359175,Team-Based Game
585,Tile Placement
256569,Hand Management
256569,Take That
182953,Cooperative Game
182953,Dice Rolling
182953,Pattern Recognition
182953,Storytelling
375616,Closed Drafting
375616,Hand Management
375616,Pattern Building
177619,Dice Rolling
177619,Point to Point Movement
11139,Hexagon Grid
354201,Pattern Building
354201,Square Grid
298130,Closed Drafting
298130,Resource to Move
298130,Solo / Solitaire Game
298130,Worker Placement
5697,Hand Management
7420,Dice Rolling
7420,Paper-and-Pencil
7420,Secret Unit Deployment
290611,Modular Board
290611,Set Collection
290611,Voting
340773,Contracts
340773,Hand Management
340773,Set Collection
305221,Closed Drafting
305221,Dice Rolling
285166,Dice Rolling
314,Action Points
314,Point to Point Movement
7177,Dice Rolling
7177,Hexagon Grid
7177,Secret Unit Deployment
7177,Simulation
177160,Cooperative Game
177160,Random Production
155315,Area Movement
155315,Dice Rolling
155315,Secret Unit Deployment
206463,Deduction
283466,I Cut
283466,You Choose
283466,Push Your Luck
283466,Real-Time
283466,Set Collection
283466,Solo / Solitaire Game
361840,Communication Limits
361840,Cooperative Game
361840,Deduction
361840,Pattern Recognition
361840,Real-Time
361840,Score-and-Reset Game
361840,Solo / Solitaire Game
361840,Square Grid
361840,Tile Placement
256381,Hand Management
256381,Open Drafting
256381,Set Collection
172006,Area Majority / Influence
172006,Grid Movement
172006,Modular Board
172006,Pick-up and Deliver
172006,Take That
172006,Variable Player Powers
295694,Trick-taking
295694,Tug of War
285183,Set Collection
285183,Team-Based Game
285183,Traitor Game
128114,Cooperative Game
128114,Hand Management
128114,Open Drafting
128114,Set Collection
128114,Variable Player Powers
217338,Dice Rolling
217338,Push Your Luck
370566,Hand Management
306257,Auction / Bidding
306257,Network and Route Building
306257,Stock Holding
306257,Tile Placement
153510,
218519,Action Points
218519,Area Majority / Influence
218519,Variable Player Powers
257957,Cooperative Game
257957,Hand Management
257957,Real-Time
257957,Set Collection
382966,Connections
382966,Enclosure
382966,Grid Coverage
382966,Matching
382966,Network and Route Building
382966,Physical Removal
382966,Set Collection
382966,Square Grid
382966,Tile Placement
397227,Deduction
397227,Open Drafting
229496,Dice Rolling
229496,Paper-and-Pencil
244267,Dice Rolling
244267,Secret Unit Deployment
244267,Simultaneous Action Selection
244267,Worker Placement
181331,Simultaneous Action Selection
342636,Hand Management
342636,Take That
801,Hexagon Grid
801,Simulation
618,Dice Rolling
165657,Area Majority / Influence
165657,Area Movement
165657,Auction / Bidding
165657,Simultaneous Action Selection
165657,Take That
165657,Variable Player Powers
1780,Alliances
1780,Area Movement
1780,Dice Rolling
1780,Events
1780,Paper-and-Pencil
1780,Push Your Luck
1780,Race
1780,Role Playing
1780,Scenario / Mission / Campaign Game
1780,Variable Player Powers
15269,Open Drafting
262806,Enclosure
262806,Hexagon Grid
129858,Commodity Speculation
129858,Dice Rolling
129858,Modular Board
5768,Dice Rolling
5768,Hexagon Grid
5768,Simulation
193584,Area Majority / Influence
193584,Betting and Bluffing
193584,Hand Management
193584,Take That
193584,Worker Placement
7064,Secret Unit Deployment
4421,Action Points
15911,
104340,Modular Board
104340,Pick-up and Deliver
104340,Simulation
39862,Dice Rolling
39862,Take That
166276,
243704,Mancala
243704,Open Drafting
243704,Point to Point Movement
243704,Set Collection
10467,Dice Rolling
10467,Hexagon Grid
70097,Action Points
70097,Area Majority / Influence
70097,Point to Point Movement
42688,Area Movement
42688,Dice Rolling
329588,Set Collection
329588,Take That
329588,Team-Based Game
363699,Action Retrieval
363699,Deduction
363699,Hand Management
363699,Hidden Movement
363699,Paper-and-Pencil
363699,Solo / Solitaire Game
176193,Modular Board
176193,Network and Route Building
176193,Point to Point Movement
176193,Tile Placement
207117,Modular Board
207117,Set Collection
207117,Simultaneous Action Selection
207117,Team-Based Game
207117,Trading
207117,Worker Placement
59161,Hand Management
129395,Hand Management
129395,Set Collection
250539,Dice Rolling
250539,Prisoner's Dilemma
250539,Push Your Luck
250539,Rock-Paper-Scissors
34152,Dice Rolling
34152,Variable Player Powers
4915,Dice Rolling
4915,Grid Movement
4915,Hexagon Grid
4915,Minimap Resolution
4915,Simulation
9300,Variable Player Powers
27608,
193105,Dice Rolling
193105,Paper-and-Pencil
193105,Solo / Solitaire Game
247963,Auction / Bidding
247963,Set Collection
180906,Dice Rolling
180906,Grid Movement
180906,Take That
180906,Variable Player Powers
154,Hand Management
154,Pick-up and Deliver
286656,Closed Drafting
286656,Pattern Building
286656,Simultaneous Action Selection
286656,Tile Placement
386198,Deck
386198,Bag
386198,and Pool Building
386198,Variable Player Powers
411543,Dice Rolling
411543,Re-rolling and Locking
411543,Set Collection
175626,Action Queue
175626,Deck
175626,Bag
175626,and Pool Building
175626,Point to Point Movement
175626,Worker Placement
247984,Set Collection
8690,Paper-and-Pencil
8690,Team-Based Game
253575,Dice Rolling
253575,End Game Bonuses
253575,Pattern Building
253575,Re-rolling and Locking
253575,Real-Time
253575,Variable Player Powers
154499,Network and Route Building
154499,Point to Point Movement
392372,
9577,Dice Rolling
9577,Hexagon Grid
9577,Simulation
9577,Zone of Control
270223,Memory
270223,Set Collection
258665,Pattern Building
258665,Real-Time
272597,Dice Rolling
272597,Pattern Recognition
272597,Real-Time
336946,Dice Rolling
336946,Hand Management
336946,Hexagon Grid
336946,Modular Board
336946,Network and Route Building
336946,Push Your Luck
336946,Set Collection
12135,Dice Rolling
12135,Hexagon Grid
12135,Simulation
12135,Variable Phase Order
160234,Area Movement
160234,Dice Rolling
160234,Events
160234,Modular Board
160234,Simulation
378568,End Game Bonuses
378568,Race
378568,Set Collection
378568,Turn Order: Claim Action
170430,Hand Management
170430,Ladder Climbing
170430,Trick-taking
1555,Dice Rolling
1555,Push Your Luck
1555,Race
1555,Re-rolling and Locking
1555,Set Collection
1555,Take That
268543,Area Majority / Influence
268543,Deck
268543,Bag
268543,and Pool Building
268543,Pick-up and Deliver
82948,Dice Rolling
82948,Spelling
2265,Area Movement
2265,Memory
2265,Secret Unit Deployment
2265,Team-Based Game
297478,Memory
297478,Pattern Recognition
68876,Campaign / Battle Card Driven
68876,Grid Movement
118025,Action Points
118025,Contracts
118025,Hand Management
118025,Market
118025,Memory
118025,Set Collection
118025,Track Movement
220443,Enclosure
220443,Tile Placement
330478,Action Points
330478,Hand Management
330478,Network and Route Building
330478,Open Drafting
330478,Stacking and Balancing
4978,Action Points
4978,Dice Rolling
4978,Variable Phase Order
37982,Dice Rolling
246263,Cooperative Game
246263,Hand Management
3581,Dice Rolling
3581,Hexagon Grid
3581,Simulation
414,Open Drafting
414,Point to Point Movement
317367,Hand Management
317367,Player Judge
317367,Simultaneous Action Selection
168512,Auction / Bidding
168512,Dice Rolling
168512,Hand Management
168512,Take That
168512,Variable Player Powers
181464,Push Your Luck
253149,Cooperative Game
253149,Dice Rolling
253149,Real-Time
253149,Simultaneous Action Selection
253149,Variable Player Powers
240094,Real-Time
240094,Team-Based Game
209567,Action Points
209567,Grid Movement
209567,Modular Board
209567,Tile Placement
