id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
271319,606,14845,9404,12767,10472,9134,5942,9081,14104,14232,14995,13195,12456,7604,6709
300217,1253,9211,8470,15520,5005,5189,9339,2181,5393,15932,5499,2642,377,495,452
219650,1556,10545,595,1269,9275,523,1405,81,4903,7135,3284,798,1244,3539,7729
2181,2177,6117,4052,6185,736,13348,6755,4659,2657,2371,2977,7427,2028,9178,239
271529,3009,5552,101,8694,6922,9090,6260,2414,14135,7739,3226,8891,3265,6845,5028
233262,7090,12817,118,10799,8457,5503,7973,10036,11036,4809,2402,377,1844,4909,12317
125678,1652,5867,4682,2945,7347,2363,6817,5762,6676,8952,3218,8291,5480,4995,12099
245487,1115,4597,12377,3674,9230,5165,10805,12627,10271,4205,8610,5555,13204,4235,11220
242804,3119,5848,1327,13014,3678,12971,3482,4388,11651,1583,10708,12868,7724,189,3923
9440,4491,4449,4463,9151,5805,9782,7470,1727,1441,12391,13693,11714,13652,12715,10681
27588,5173,10015,1845,392,3677,5717,2064,6794,1976,2798,13864,3184,13048,1011,9609
332290,2782,10156,6636,13674,2383,12596,4287,12027,12125,10589,10285,9513,3983,10666,4616
11971,1205,10699,6236,2563,14168,10628,3938,5645,6068,11454,11169,13939,13980,6050,13010
108906,2262,15991,7752,12771,7293,4560,2987,5514,10145,3443,9814,13094,7300,6468,8236
343562,5239,2225,215,2223,2515,523,1459,2829,481,12125,127,527,4969,8167,5052
8051,4948,13685,11716,647,9348,1093,5595,6317,2314,10686,11489,15228,9077,4984,634
411567,4650,11218,5992,10582,8254,10438,6115,11028,3788,9632,6521,14786,6583,12573,6460
172047,6500,11148,1456,1322,949,3044,7010,5634,4290,6284,1459,15975,567,6113,2336
38054,5540,13375,15041,6874,7293,3428,3767,1045,7292,11098,7300,6391,14998,8296,3496
193214,9836,13073,6286,5728,4354,2506,14483,11450,1153,8511,14610,3881,817,1661,11478
41066,475,1179,10658,6454,5381,12265,2910,4396,4859,10357,10038,2927,5812,1472,1815
147151,6461,5336,8061,108,4014,1478,1645,7670,8605,1530,8712,10114,3369,12533,14237
298065,1512,2151,11207,5742,12508,440,530,1146,13671,9146,836,3006,13030,1797,7204
207830,4737,2048,6174,9368,4585,6147,6151,14754,9281,9389,8341,11420,7757,1325,6719
368058,3930,3296,8037,3497,11288,12121,10853,12126,2204,3860,9365,10183,731,2274,1577
26566,2662,5625,847,390,3489,3104,440,900,3055,11572,3180,2205,464,9220,547
139898,12030,6276,4229,9563,3592,4248,2175,1590,4863,16018,764,580,6708,11120,1480
201921,15943,5806,833,9850,9709,3193,11517,1831,10352,7356,10689,14672,15529,2074,15881
13642,6209,7892,4026,4604,9202,6742,1659,13542,1447,2192,14829,11248,4596,11494,11835
252526,10366,12054,10975,2149,6001,5704,11896,712,12463,10017,1003,9640,8279,4137,12925
66356,1759,930,3228,3237,1024,3340,5634,1328,523,5732,6493,9275,457,1556,824
203427,8828,12868,11474,6032,8364,4360,14816,14243,11237,8944,13662,5198,6403,14126,10661
491,1254,5399,15938,11986,11107,15807,4679,1784,7593,9782,3467,8101,3164,10232,4495
172931,3863,13311,7753,7876,12591,12810,10527,13402,3565,11200,12009,7539,8713,14234,6247
191977,3605,1084,755,2740,4373,13033,2444,11232,1492,1504,15091,5898,5475,468,8674
195560,4239,10348,7883,13380,15889,1233,1459,6353,4879,3413,10707,13520,4893,5386,11235
295293,2143,4882,4109,8479,7402,7397,3487,6095,5892,12296,2940,2751,638,10227,9937
212402,2921,9204,11633,13821,1314,9305,13810,12439,8426,12050,12602,8527,9682,12331,5645
132028,4253,3691,1603,3398,1009,6566,8685,9098,8827,10917,5691,8185,6525,8255,9186
151004,1229,1981,810,1476,1183,3943,2708,3667,4018,2808,2021,3554,16001,6332,4353
281474,6125,3024,1508,1493,14029,7262,8151,1405,10545,2702,203,2548,1034,235,7155
309630,601,378,15743,1741,4514,11148,4799,7276,13875,11699,9850,3818,8651,2617,11986
154086,7593,10992,12126,4604,6555,5425,10661,2618,6209,13970,3855,10609,147,1075,11248
325022,4767,4088,12183,7239,4190,6966,2618,4229,11726,660,8585,5498,1074,5735,6878
27976,511,2412,2171,6269,6353,2174,5620,8660,4239,7003,3801,6491,1147,11280,6065
98351,9110,10969,3970,2226,13145,3894,7306,9738,4468,7359,6875,15794,15813,6834,3203
362452,56,80,16003,51,6744,16038,87,23,277,155,3389,1550,224,15863,370
270971,1621,10921,3571,985,13494,2097,283,14711,15784,10021,12540,1182,10630,9864,11292
240,2807,8219,9741,7267,9504,11552,8593,10058,7057,13070,6388,5603,2331,1867,711
276894,2613,2742,1155,9909,4508,1471,7298,775,459,15967,2589,2156,6831,2153,15776
82421,1028,1137,364,762,11221,3165,11709,3459,351,10901,11515,11148,4799,15249,10704
156689,5796,7310,262,2363,13067,1949,2837,2945,5762,2625,3834,1652,6817,1145,4152
52461,2840,6765,1386,891,126,9947,3826,2306,12788,5742,7587,5093,1066,778,843
8203,13129,12615,14495,5481,1056,8709,2797,3296,13970,3630,1485,2204,9581,1903,644
326945,213,7028,2986,13948,8752,10720,230,8677,6691,15861,11455,251,8974,13864,4123
295607,6574,11302,12440,14431,10643,4489,5583,6105,13769,13048,2755,8233,9335,3182,6483
228504,11750,15898,14092,6901,11644,12357,11290,7739,14776,14409,10311,14818,11461,3871,10065
305682,4712,4534,12268,579,5678,882,8160,759,5326,1519,8951,7922,4705,6233,1362
108784,1176,1851,15803,2815,2620,15773,3408,2219,15833,3974,15877,5722,2002,3449,15851
224597,8691,2255,3367,11148,7025,1028,364,5489,12073,9179,11221,8196,8609,2110,5891
15817,13504,12962,1116,5064,1781,383,12504,14735,13229,14688,984,7728,2698,7225,6746
106217,11498,4764,4088,14440,13685,15037,1695,732,15817,4639,3708,2634,1739,9635,5595
66056,1256,15824,15721,8984,12865,3548,4154,2291,1525,2850,5944,4247,3045,4495,5633
169124,2960,43,1942,4408,4405,6431,7859,9904,1544,994,2287,6669,10076,9865,9310
227515,5367,6922,3119,6260,5920,2087,3993,8891,2787,15883,8742,4015,221,12971,10590
65901,20,16006,0,2259,6276,693,4725,6268,1471,287,171,3685,15098,2943,2966
303553,4896,1349,1285,3854,8708,7951,12592,8452,12110,6376,3298,5914,8552,7465,14073
241266,9033,12857,7303,10332,10028,12508,11334,7391,990,13077,15746,2871,15747,15749,1490
268201,662,15884,1808,2043,2055,1623,318,2344,2389,2121,2403,1662,15913,15990,10901
300753,6461,8061,7670,108,2543,11975,5336,4050,4014,295,9628,153,11798,2723,5397
318983,2468,9947,4297,607,5160,2827,2779,3534,2451,568,10550,6823,5503,13145,5373
244654,4041,1741,11148,1029,10750,9318,13052,5157,4566,1782,1049,11221,12082,12517,10828
245476,10722,14632,14122,11788,5898,7510,10979,5577,9331,8457,2710,14769,12357,6857,6911
387780,1917,15974,458,938,7535,1154,14976,8010,4342,2595,6658,3289,10025,4378,4300
195314,3504,2379,3290,1238,2944,3891,11131,6129,5578,6960,3523,8610,4363,6764,8004
681,3925,5612,11263,4380,3005,11668,10177,13394,1568,3771,13184,6972,2905,9973,14622
340041,4802,656,302,1704,3082,11255,3742,11782,8757,7264,2606,1185,3275,6096,8280
403441,1709,4470,171,10261,4426,10956,2126,5200,526,8401,10518,3033,9793,7710,3826
191300,11663,2197,13873,13409,14205,3616,12452,15507,2766,11302,14901,15118,696,2421,7372
1382,6114,11693,12172,6399,15194,4293,10395,2735,12612,7608,9814,14475,451,14854,9005
296345,7950,6281,10552,1511,179,486,8276,4066,14303,11155,12065,7462,5163,1357,4731
279254,14230,5851,3798,5668,5552,408,10643,7821,7494,725,1718,3001,7578,4604,4667
178336,13769,9335,6376,1394,11302,13338,525,12198,9295,9930,6878,4909,7631,4302,13497
329873,4597,1039,3674,8610,5165,16029,4235,11220,14834,4250,5760,9230,12971,4951,3891
229892,984,5300,3185,4229,4557,12030,14741,10528,13317,4434,1295,15275,13365,9563,13861
218509,5284,4224,4798,8779,7249,3822,4418,10348,12300,7568,1241,234,5289,659,12313
177524,1833,9865,15293,13743,10180,4405,10049,12900,2857,5750,15469,14329,10494,6750,4988
141517,1869,14522,8858,11085,10634,7514,4532,10945,9158,11816,13145,6670,5373,9371,8563
164949,15575,11078,4503,14256,10629,9741,2147,7816,7353,12354,3623,10058,12798,8385,5204
182340,3741,1949,5758,3912,2625,34,4526,15856,7416,6896,977,2837,4777,1832,15805
176371,6427,8543,3924,2235,6675,15858,4910,11238,10036,14021,5679,5913,9813,3001,903
554,7863,4604,3225,1445,12436,8280,5791,12508,10767,9089,2871,5944,5532,12126,10590
66505,6026,8512,5051,2839,13450,14898,13365,13508,1406,4690,2305,11243,10528,8546,11586
40793,10652,9510,12205,6352,13494,5924,2682,2090,4301,11932,7539,3746,5210,14124,10921
224,2959,3536,10178,9455,13566,12025,13640,5114,1472,10767,14410,8670,9476,8288,10668
72287,743,1213,6329,486,395,694,7666,1511,179,2985,14536,15075,2220,7559,12279
204027,2176,1747,7907,2549,955,251,1595,9808,4009,11255,15946,16040,2296,4937,8047
19600,1608,2054,1837,10962,8753,363,334,9829,7383,2214,2267,2765,5699,5317,1577
242684,4700,4070,803,1844,7739,154,1037,3639,15963,2892,6891,7539,5294,1352,6245
161882,1834,7422,5371,7732,4254,10821,2357,614,11679,8647,1766,7442,4538,8735,5045
287084,8109,3598,12618,14735,14122,11523,7728,8023,11748,8337,1104,2710,168,1607,893
342848,738,509,1963,2724,12575,940,2732,4279,50,15849,4799,15117,9405,14769,434
104710,11601,12909,1091,6284,10573,1946,4208,2727,11280,6948,5057,924,507,8926,15249
217861,16012,1343,6503,16007,1945,152,2559,7679,11997,3761,10651,339,6167,4984,10659
157403,10309,12692,5300,9890,6921,5554,4738,3643,8006,3185,11742,8751,5819,4978,13861
82420,1028,1082,364,762,11221,3165,11709,3459,9946,351,6719,10901,11515,11148,4799
153065,14122,9422,11916,12357,7108,3169,2158,2078,9157,10735,3320,8932,8060,12882,8384
171669,5939,14093,2989,14820,10596,5229,2685,8877,5957,12500,9740,5393,3470,3324,450
823,9700,8501,13400,8108,12317,6064,15539,9020,11626,10788,7520,7973,734,7977,2893
299960,12056,8009,2060,666,1973,15929,3768,9496,6503,1931,2588,16012,4449,9488,12804
134352,8093,5315,12541,2664,256,218,15944,12640,2486,15073,13181,12214,15523,11807,3734
352574,4295,5219,13948,4364,251,4937,1861,748,10692,11823,10720,6153,11080,901,8752
230080,2086,7739,9773,13850,10339,10459,2207,6991,12051,4709,4143,6891,12412,2571,791
174570,2625,1949,4777,3830,2278,186,6896,2837,307,12555,7310,4526,9110,10969,1594
368017,3006,7631,5742,13769,13048,8716,836,8233,9335,7307,6574,11302,6991,13338,9885
939,1640,10840,15461,1299,1166,4876,1076,6550,14479,11215,6348,14985,3585,511,11102
284108,12573,4524,6128,5336,1478,2237,8605,10438,14369,2681,2333,5739,8326,6470,10849
293889,13231,1233,52,4488,1585,6036,681,11235,332,2840,3501,15529,11824,16018,6342
429293,3388,15539,13400,3359,9732,9557,15165,9031,6064,5889,1379,12433,10212,11944,15139
352697,1494,3537,9882,9517,6325,5760,2779,7816,7476,2713,2200,1290,9041,6086,2178
324090,6248,437,11085,7359,13145,7306,2451,7401,5503,144,1290,2840,14624,4248,1498
261114,15077,14483,11450,10052,817,1661,11478,9836,11327,14996,9452,2605,2506,1051,6389
360265,6445,11276,15729,584,9504,5210,5114,2360,13735,458,6454,4618,11986,10883,13600
253284,2742,2613,1081,9909,4508,1471,7298,775,459,15967,2589,2156,6831,2153,15776
228855,2568,7255,3539,8621,13109,7729,9128,4914,1527,7819,6125,11021,6869,11741,2793
306481,2301,2427,2358,9257,3052,1084,709,2351,10331,3826,3419,2840,73,7034,91
387378,13770,3936,12767,3064,11495,13451,5882,12874,10021,9702,12964,7576,4116,12488,15713
37628,7814,10441,7687,4159,8794,13686,8491,7080,5161,8064,10450,11116,4211,5021,3590
358320,16005,59,15971,1368,2737,9302,4637,3393,8840,6552,7929,9017,6151,2354,3206
35497,10118,2221,9473,7468,15148,2380,1850,13885,13696,14499,14918,14847,12245,11396,4518
296108,7306,10596,5939,5393,9811,6248,7359,8385,5232,8718,3941,2701,2746,6,11067
205597,82,2784,12264,8114,9797,8424,10722,9957,170,3054,2656,3550,4603,181,842
146312,7680,14169,14478,11938,12009,12622,13562,11705,14556,9658,15274,15763,12810,3600,4102
194517,1542,5157,2377,4671,8646,898,8575,4375,9179,6073,10191,4824,2247,1985,2800
233571,4876,7883,10840,14479,7780,9399,10764,6729,424,10835,6873,11014,7925,756,588
200077,4190,836,11876,6276,3761,1779,1266,7976,8822,14582,10331,6313,274,60,866
150999,3070,1688,15888,9738,4297,3320,2779,10550,4476,8655,14783,13145,8034,3894,2451
200954,941,4179,12971,9397,3198,3482,4553,7307,3211,7778,3226,8967,9885,8392,3957
180680,6621,1045,4829,7752,12771,7293,10906,7711,1479,15102,745,13252,742,4560,967
75449,1007,4970,3308,3286,2465,5864,3280,3224,1775,15934,9460,4690,3447,2456,4264
185589,276,11753,4978,1540,6921,14063,10309,1242,11638,9709,15529,10472,12485,15815,11156
217449,2296,2327,4937,2942,6698,2176,4318,3874,4009,12763,4136,6023,7337,5818,8752
25568,939,1881,6790,4762,532,3104,12126,1800,3466,11248,12199,2428,6101,10871,11986
16992,4153,14442,10796,12605,11448,6650,2247,2014,8259,12674,7506,12317,12166,12909,7076
95064,1090,1851,15803,2815,2219,3974,3408,15773,2620,5722,15877,15833,2002,3449,15851
300327,7863,2915,4668,15886,271,416,2750,14440,1123,4948,12410,1007,13864,9932,3286
354544,517,423,2872,519,265,1458,2302,1337,1507,668,2631,675,2639,3457,2236
242722,475,1052,3028,6454,4859,5812,4396,1472,1815,6228,9727,12029,2009,4898,9949
156776,870,1440,1330,719,960,3989,8736,11296,11221,8107,10719,1865,7840,6122,2238
208024,7008,13380,11735,2102,9201,10784,10824,6827,9824,8542,3763,2393,6265,3539,7729
157809,13494,9510,985,10921,10021,12540,12274,2097,6337,7529,10652,3568,6161,2901,13195
168917,3667,1229,1981,810,1071,3943,2708,4018,2808,2021,1476,14844,5174,4678,6332
207691,14865,3690,9605,12812,3724,10302,14272,6140,10214,9297,6441,9692,14742,15282,15983
394106,15974,9773,11554,15838,2414,15949,13334,5043,11216,8527,7739,11461,2304,261,4447
276042,417,15861,11554,6922,875,8891,13864,2606,9253,11455,10695,10056,9304,11522,9450
281194,8898,10546,4406,13859,10861,13119,4408,4641,1733,10076,9865,1904,6511,1287,2743
206051,5150,3307,2218,4981,7152,5857,845,8093,3734,970,13181,12919,3856,12214,5397
191231,7415,2145,3319,219,8550,7575,4513,1756,3240,15228,9446,4198,3043,1723,6182
163154,1262,1417,1867,3524,1203,2570,10058,1987,7978,685,5855,12913,542,9944,4652
375651,4821,7636,12143,11299,14167,5121,12532,13607,11616,10925,13571,15059,12871,11247,6056
21523,5254,610,10317,2870,6252,6518,2955,4446,1574,6907,12480,10760,10358,7092,12422
165838,484,3540,888,4239,8660,1433,14392,7003,13157,507,6363,1660,2799,7176,7883
131646,1489,6106,7249,13024,7843,889,12683,12014,14396,12284,14837,11694,10605,2186,10133
175199,275,3931,468,11216,381,418,15810,6357,899,2656,362,6167,5898,4748,1286
122522,2808,2021,1229,13308,3667,1071,1476,1981,810,10029,1183,3943,2708,16001,11310
223750,682,6796,8435,11304,2971,12555,7476,1594,8840,5111,6395,5078,6670,13145,5373
301767,4524,8605,1013,412,3547,4050,9226,1304,3000,845,10438,7950,6281,10552,5517
230933,15923,2886,9729,4332,7572,11635,5330,9923,14700,9202,9033,10459,8075,4958,2252
194880,11461,9025,748,11455,7021,10695,10056,13931,9304,2706,13864,10661,7789,14922,13637
171233,15805,6151,9302,3996,2988,14422,7209,4601,2877,15849,4494,2334,1948,5503,8034
181796,629,15823,11391,10223,7099,46,12247,15278,10722,5569,3027,10096,9196,6276,4448
127518,1262,685,1987,1417,2570,3524,1190,542,11256,6091,4918,7181,9492,1867,6144
130176,1897,15602,10977,3558,8901,10708,13713,14716,8336,15024,5606,2595,8710,10571,12027
129736,1044,10699,6236,2563,14168,10628,3938,5645,6068,11454,11169,13939,13980,6050,13010
136991,4161,4554,9382,11452,13076,11800,9418,3356,1648,712,9532,14006,9658,13298,6502
284936,11777,2233,5555,1039,5165,9320,7082,4597,1075,1723,5363,5028,1115,1653,1327
302098,746,1983,297,293,3824,7524,515,3712,3084,4074,15832,1245,3146,4193,9012
69779,1933,13019,4078,5608,4598,2450,2340,9914,12733,10058,4262,9153,11546,9435,1247
91536,15871,5229,14812,4466,9839,12916,2173,7889,9236,5721,5824,991,7098,450,4602
371433,989,3780,9321,8066,3452,15846,11195,7529,13348,11422,7111,13755,6774,908,5457
158275,2289,9228,9847,1008,3649,4362,4602,5721,4402,2167,7098,4466,7889,9236,2173
55427,743,2985,1127,12200,2484,4818,4214,7030,9812,5102,10789,8150,3793,8347,3342
161866,929,3413,980,702,701,1631,512,269,6524,10348,1306,6113,1459,1017,2651
360692,4824,8502,3387,12380,1364,6516,5179,10394,10651,2429,3714,11985,9725,12317,12360
95103,7008,1374,1431,3643,5230,8621,16037,473,2521,5534,10809,9275,12000,1181,5226
368432,3281,7277,7733,759,1451,1519,1228,5126,15784,6171,5718,3571,882,5314,2402
35052,5140,1866,1817,2137,3190,1426,3049,9322,3629,1619,3341,11538,3315,4498,2409
198454,2282,3369,6461,1053,8061,5336,11975,4981,4050,1188,2196,9628,7257,2333,108
6830,8590,8484,6453,8465,13347,9880,13747,5068,13601,11227,14327,6674,12195,13632,5519
256589,2689,1547,714,9551,6148,5514,1045,4620,997,5139,14494,9472,5740,9814,2650
72225,864,3117,3285,11324,9040,7239,6744,60,6498,145,6276,9947,2629,10929,660
97903,10485,10076,8898,1904,13478,5249,8016,4337,5530,13073,14610,12304,12629,2521,11721
24068,6090,1409,7580,3847,4730,12640,13692,1482,2486,6687,15786,11666,15523,8093,9454
359152,5872,1492,1570,16007,4888,13033,2444,11232,454,592,13301,15091,5475,11788,2779
273477,4524,1984,8605,8093,2733,6461,5041,2751,5336,5150,6128,4014,9226,295,7496
145639,13141,12762,6625,12633,12327,11321,11131,10360,15469,12602,13590,8145,3638,10937,9648
252752,3933,4070,2062,10276,1217,7842,9790,7038,3504,7733,2330,2930,1802,12440,3482
160018,1071,1981,1476,810,1183,3943,2708,3667,4018,2808,2021,1196,6332,4353,10562
310448,534,12201,9369,10533,13250,10364,5279,8856,15242,14169,9007,15801,12095,3248,9425
221,286,11986,8219,2045,10871,7251,9540,1902,11431,7200,10058,12869,15799,1758,2105
274124,16016,3906,1697,4679,7655,12500,8068,10138,537,1396,3361,4601,4272,9179,9342
232918,705,523,13380,2382,14057,15889,114,6611,5734,141,10348,1459,1520,2829,481
104363,508,199,3721,3664,1545,8741,4111,12411,2212,15444,2747,9895,1249,212,4416
396989,9432,5431,13399,367,6994,5203,1386,4409,12380,1364,261,1215,5906,15974,4329
22825,6164,4208,9098,3398,1070,3048,10404,5701,3725,4253,5765,8534,9646,1603,1741
340677,5280,768,7842,987,2574,749,15902,6132,747,13213,12269,4481,246,7228,126
322622,1106,3290,3504,7143,6129,5578,2455,2379,3891,13497,9130,8680,12524,1554,5312
295262,5701,11517,9646,5386,9014,4634,4993,3071,1542,1506,8183,15425,8656,10982,13856
145371,709,11165,437,2825,6248,9572,4409,11391,4049,1157,8575,1686,2427,9365,6516
284121,11753,1477,3539,15037,9128,11453,7819,3095,10472,12140,2687,2994,5046,10277,7948
141423,4910,2849,6921,7527,6328,5634,2687,2449,4975,6113,5656,3473,4585,5113,7819
206931,2128,1382,876,2904,435,192,3120,1031,5314,4854,8081,8195,4534,15784,5718
207243,523,6081,6221,2829,1556,5113,9063,527,7527,9275,3274,3539,7729,2737,3876
328908,3480,1208,5448,628,6931,5508,12295,12366,2193,8774,14819,2484,4818,4214,7030
173090,15808,4505,2684,2593,1005,1565,3587,6800,8508,15936,3003,15925,4817,6733,10516
60,15998,15743,13970,67,1073,8738,30,1209,6959,10871,2054,744,9365,378,15806
347137,6869,10589,8621,3397,10283,1926,1556,1831,924,342,8725,1820,1391,3539,8240
313010,212,4126,1545,2747,4111,8741,3664,199,11984,1234,8056,6213,16030,2704,508
17329,9927,5022,7311,5797,8333,7762,6590,11468,12591,11891,7958,9575,1227,11292,7809
245422,970,2940,751,8093,638,7496,15761,5315,5870,2751,13181,2294,9454,7471,8417
142326,9365,1677,13283,4909,15743,3095,4082,5679,10024,3001,1968,7938,3906,4302,10590
351526,5439,9790,5005,2181,5914,10528,13170,12602,12115,1033,2642,5578,11455,8233,6799
18100,5399,1064,15938,11019,1784,9782,840,10232,2081,13392,5537,15967,2124,4049,4604
1822,3437,5814,7881,2474,7318,2927,1857,10615,1281,6019,7213,9949,4042,2266,3927
278,15824,1094,4154,15721,8984,1525,3045,12865,4592,7621,15926,3548,6723,2291,4358
1608,4201,14059,4572,3222,4559,4031,6144,6107,5801,7483,9598,2136,8187,3416,782
299317,309,2281,140,238,88,3921,1958,15841,7359,3996,1368,5503,2018,6046,1594
327,3701,11328,11369,13985,14145,15153,15122,12947,12102,12687,15646,9382,12471,11549,13579
222514,12484,6500,7463,15251,15975,7294,1456,708,7829,8930,4351,5938,4099,1017,11195
85897,2587,860,3671,991,2226,15833,2620,15773,3408,2002,2219,3974,15877,5722,3449
91080,1203,685,1987,1190,1417,3524,2570,542,4918,6091,1867,5151,9189,6792,10926
229265,15854,11148,3546,3755,3166,4764,6744,7623,10067,3520,5005,5913,3950,2696,6966
1301,10759,5168,75,14221,7840,11606,7861,14591,6684,10970,13983,11136,10040,12167,9119
350636,3824,7524,15832,4338,2607,4632,4122,8361,3325,1859,15850,1934,5899,11755,15862
176544,8318,6276,1779,12198,46,4470,776,2675,7554,10816,3233,12247,6918,3006,819
37836,2561,9417,711,10417,2554,1281,8153,6440,3065,11546,9934,2528,915,6445,2179
271869,4070,7733,2821,14563,10652,5924,8589,2763,1613,618,4301,7539,6891,9510,13996
234669,1556,1034,3397,10283,5234,7262,5220,4340,6203,4914,1574,1896,8558,8526,5843
335212,641,9048,15503,1325,8636,3091,305,3262,397,2481,2048,3092,15975,9389,4672
45986,1628,8797,15827,11021,11137,10861,898,13370,2247,14573,2273,12082,7859,1888,8583
206915,8093,4981,3151,5150,11794,15523,10855,2695,12541,5870,1482,12640,14555,8815,15651
377470,3388,1379,6528,10618,6215,12444,10854,12055,10396,5415,8869,1150,5347,12654,12772
143884,1978,2544,15797,15811,2004,3917,7982,11126,2058,1621,14559,621,214,10784,14842
393325,6943,5920,13812,14877,4357,11855,9872,6051,7772,7450,14436,11630,791,7159,2697
354,3271,11049,11781,7428,11623,9019,7898,11486,10416,14125,8488,12636,13534,4770,11888
551,1951,228,554,8408,494,4225,205,1341,4754,11242,10730,9804,12023,5018,9621
5737,4714,5633,11107,4343,4984,2979,2291,14611,14088,11135,1622,2753,15844,12176,8101
302425,5340,4632,4122,2607,4338,8361,15850,1859,1934,5899,15862,2076,2085,15843,9515
183571,8662,6146,12516,4205,10627,4113,3364,7002,3147,10784,9852,12066,246,809,3523
833,1988,10615,976,9417,2474,1884,5631,8804,10071,2528,1267,7448,7213,2927,9621
340325,1405,8066,203,1034,81,3024,10161,1997,2411,1508,2669,523,8177,10517,5500
163642,2992,8318,3144,52,5334,3006,9758,10260,6918,1779,12300,1266,15841,5411,7218
298638,563,7887,9580,4577,13356,5724,11189,3383,14968,12357,12729,4495,12898,14456,6105
213266,1324,3854,4896,1098,485,1349,6641,3078,12592,13046,8452,10134,4623,4006,8708
154246,4484,9797,468,14612,8424,1195,1163,4714,4603,362,10482,5898,9631,1066,1364
71671,15757,11211,7051,9007,9533,154,3376,9104,12793,8664,2949,9916,7729,15763,7008
244049,2942,5252,8808,3742,13396,11334,2423,699,6919,2871,4852,6429,10950,4136,14618
393672,9340,13320,3,523,3641,10,3335,5675,25,12517,5911,11221,1446,6000,1325
342444,537,6103,3996,4551,8268,6248,8068,5884,3195,9179,2415,15841,1643,15856,595
244536,15881,15978,5806,833,15903,2482,1214,3193,8167,3763,2426,7527,9475,1631,6524
246761,1005,1048,4650,9325,6408,10582,5992,11975,3475,9031,10541,797,9423,10212,11941
353470,8351,3363,5298,10050,336,2013,1570,1885,10236,8496,795,13933,12565,921,350
152162,3271,11049,11781,7428,11623,9019,12654,4448,7898,11486,14125,1276,10416,12636,8488
44163,3692,5430,2754,2603,6119,11960,12593,14741,6884,4229,11311,8116,3336,3109,9296
188547,15889,3126,8799,4425,6039,10348,12140,3144,15936,10566,8224,8274,6827,3670,7962
89409,2475,6846,676,3989,8107,12156,1816,8230,6253,8382,2914,10719,5622,2934,3998
256606,10200,6618,15094,11885,3583,10558,15519,13034,12708,4026,13300,13636,12380,2724,9281
183880,3585,6550,11894,12092,10793,14966,10678,5159,7276,1758,2617,3586,11815,14233,1147
66837,3949,1717,2499,7393,7628,9685,1347,597,5045,1890,4538,774,2968,4424,5922
311715,7356,4363,3572,12334,1493,1556,3523,9469,3607,6504,8240,2478,10589,13109,4914
200853,6794,8752,2841,2873,15861,3058,11255,3835,15946,16040,101,15123,1895,4669,2463
362986,3511,1438,3391,5920,13033,10842,1658,9047,14661,9488,9141,3686,11915,8967,14650
164265,10624,15032,10527,6176,8062,9584,8092,4867,8123,3789,3269,7782,5556,11301,5344
240855,13283,11036,9107,6911,2649,12978,12050,11753,3095,4864,946,10472,4356,3716,12439
197070,5634,523,481,2829,980,5113,527,4969,1459,3876,9275,701,3413,702,1631
297985,308,420,5633,13300,12708,13034,13954,2820,2467,9955,2240,13232,11296,13485,5617
352418,13342,12861,8490,8608,8567,13293,9009,6764,7052,11008,7823,5359,7316,3364,7171
282954,7828,4840,3686,4764,11753,11518,9724,1007,9729,8457,377,11391,5639,13283,709
233961,7363,15937,2190,12693,5094,11150,11494,11035,6471,12918,10251,10854,6790,8643,11346
216092,1610,2738,7579,6150,4615,3543,15832,4338,2607,4632,4122,8361,1452,1859,15850
82168,11933,14579,6335,3754,6681,9321,15479,11747,3929,839,6122,11055,6090,12925,1224
156091,8989,659,13804,234,9365,4378,16054,6511,13020,301,1247,14055,16037,473,437
268620,1069,9812,5992,1528,1984,4524,14155,2921,793,16035,10212,8605,9325,6408,14427
207336,3579,5363,9262,14133,6656,944,7217,4852,2753,8854,14049,4065,7824,5798,5555
135382,3097,2018,2281,238,140,1258,309,15805,1368,6151,2377,8506,657,3921,12555
192074,2036,14123,2442,16009,4247,13300,13034,12708,14844,9281,15416,7286,4896,15920,13163
140933,4070,8338,13516,7982,10695,6042,14941,13451,10800,2720,211,10563,12531,13898,7134
104020,15821,632,5152,7591,6675,4039,670,4246,5325,2797,5059,8910,3379,370,1085
43443,15895,4680,10974,7757,11021,7954,12125,9211,3426,2774,13109,518,4914,8840,8621
124,6485,4576,2834,3971,9720,4292,2183,1487,100,4550,6249,9760,2001,8397,13804
257518,507,5634,581,4290,2208,3361,1456,824,5113,4969,2110,949,3044,8373,6284
8989,3467,6047,2571,1537,14412,13317,12122,7291,13646,2410,8753,3231,10883,4557,12284
314088,3078,485,1285,4006,4250,9230,8608,7465,3854,5165,5363,1557,7217,13046,8508
303731,1997,3335,8196,2481,1446,6125,5073,7749,2377,523,2829,2881,2669,4824,4029
123570,3811,4116,13494,13770,10000,14728,10021,9702,12964,12084,12540,10630,12488,4868,12874
221318,11651,14717,11842,6441,9486,10696,9985,12575,10879,10537,12702,14363,15250,6604,14118
1634,5634,3394,6493,5732,3228,824,1759,4969,581,1556,7135,9275,1062,3237,3876
137297,2697,2766,11302,316,9257,7372,12218,7739,14776,14409,11917,11461,11750,6105,6940
184151,1180,2238,8071,75,5097,870,4584,1440,1865,5195,12742,3342,9379,6003,936
