id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
235802,1411,32,3941,2737,2746,7734,4601,3539,7729,3426,3864,12500,1462,3330,6151
77423,405,27,41,204,10974,2615,1150,15539,1713,9700,8501,1865,1446,8099,8725
34635,15875,7228,4308,13451,536,63,207,3759,6337,7982,6042,14262,9740,1084,128
308765,9033,7303,7159,9911,823,990,15746,15749,2871,15747,14618,7104,770,669,802
127023,300,15982,2963,55,237,15951,8087,9781,425,7,200,201,3202,13007,9014
2511,486,1511,1112,1357,7559,5513,2555,7894,2220,7460,515,6250,9870,7950,6281
233398,460,10767,4540,6376,5266,5914,2301,5179,525,15963,335,1921,5129,695,2046
328871,6,1373,170,1666,2656,11067,1437,15893,8424,1163,4939,365,709,1812,7033
209418,15890,9576,123,137,15839,15751,15750,9839,5638,14422,5138,687,166,13145,3894
249259,9502,4679,3367,3537,2377,10634,9179,2255,14422,4688,9576,15841,8448,9788,7655
148949,15859,1002,8786,7971,15926,7591,4477,147,176,12620,1074,408,2687,12812,1685
258779,1895,4937,1437,15893,8539,3756,11080,6450,9234,446,4426,456,13324,375,4413
146652,4777,1145,2625,2300,1949,1594,2047,1958,307,2837,3921,12296,9839,88,7299
296151,6248,292,2495,8655,652,5605,3195,72,4765,3996,15841,7306,2778,8457,7359
294484,519,265,2236,2872,675,423,2639,3457,1507,517,668,2631,1458,1178,2302
265188,521,4255,7307,892,9841,4470,3006,69,13948,1583,1040,12050,1695,4961,7862
103885,588,756,424,2026,4876,1166,3617,14479,3726,5535,2912,10764,4387,7934,6849
283948,106,8782,11200,8470,13874,8327,2181,3171,13922,1377,8753,14256,14641,7399,8882
244522,435,876,1382,1243,2904,5659,3120,6063,4854,8081,4534,3745,11174,15784,12268
329082,2644,1334,14395,15920,2973,1665,351,3963,8275,6122,9827,6174,14057,1888,10191
82222,5695,14553,86,8528,2687,3100,5656,12300,2890,1117,13580,765,7527,1242,17
54043,9871,8184,1529,9313,9260,12206,5680,935,111,2633,3583,12247,13033,2444,2075
233867,2224,2592,198,1360,6603,1841,4534,161,11386,9947,2942,11043,442,15953,749
350184,3058,11823,15123,3226,9162,101,4961,748,3389,49,4364,209,5583,2873,37
339789,2592,2224,196,1769,6603,1360,1841,1089,4712,1269,161,3026,11386,5234,1675
283355,508,3721,1234,12411,1249,6811,14604,212,1545,223,4111,8741,2747,10063,3664
43111,317,3520,11148,4776,201,2963,9270,2665,1049,9528,9318,4978,10485,9916,1981
9609,7,15731,698,6996,2617,5159,9850,2602,200,488,1713,3774,2286,14736,15754
271896,473,74,16037,10589,8167,12300,3121,10988,12313,1489,738,9811,15902,3216,3643
188920,1405,523,9275,1034,1556,595,81,5113,3804,1269,1244,114,11926,2829,1233
359609,27,405,131,175,9017,1368,64,6046,7734,2548,8268,114,595,3996,945
10630,3981,1277,9598,14951,1951,12560,255,494,554,4878,3297,10774,228,4225,6038
364011,26,7698,107,16,6823,2840,1581,2779,8568,5531,8120,6180,7306,9738,2451
227224,95,4693,176,3033,1532,259,4415,4308,52,5189,5005,7576,7982,18,1162
104162,523,457,570,2829,3228,4969,3237,1062,5634,6284,74,481,4622,5113,1759
314491,13048,9162,14431,6960,4809,226,6574,2792,11216,3226,12357,5742,98,944,7349
25021,6445,6440,1267,10466,3297,5271,2561,11352,14462,9417,2927,8544,10417,524,1281
199561,251,4693,274,1318,3290,2646,7842,955,768,5189,3821,4070,1878,5708,1143
39463,1249,1545,4126,2747,4111,8741,3664,6213,508,199,11984,1234,8056,16030,2704
155426,1086,2986,7028,230,13864,13948,3891,1843,4643,251,4364,3352,2327,1351,10720
242302,5288,4142,6971,621,279,2544,10626,7733,10388,2656,8641,12313,8529,3276,10969
282524,2225,5239,1046,1789,2515,4886,2369,8621,2223,1431,1017,10574,15869,2047,523
316377,103,785,170,19,11216,2053,10518,1923,11509,8114,13365,4780,5865,536,535
118,2624,341,4067,3846,13630,10453,4304,10711,988,6119,6294,4079,15948,11983,532
128882,2664,3734,15944,8093,419,5870,5315,11335,2486,1142,5150,12712,12640,15761,256
17133,7415,306,1189,4199,3618,138,1756,4467,2145,8209,1717,1351,12784,4426,2967
300531,1892,5220,4340,5843,3712,9993,1602,10545,1820,832,11563,1556,368,9992,3121
287954,661,466,83,815,5644,13637,10695,15861,6166,6922,6260,11855,9488,4364,6779
31627,5795,1471,9909,459,15967,15776,4508,2613,2742,1155,7298,775,248,2589,2156
103343,704,199,5987,13152,505,719,1440,10111,4435,6278,508,1985,455,143,2105
70149,71,1649,4825,1585,10801,356,277,2139,4605,16031,1350,7755,2314,3704,836
188,1691,2044,8029,8824,4273,3305,9708,8358,5719,3111,4442,2376,10946,9271,13884
391163,14431,4489,944,261,209,16007,14650,11788,2851,9925,2792,3182,5577,5093,388
374173,2654,4058,15837,7299,9110,6896,14812,241,5327,6632,2625,7493,1667,5841,5462
14105,4225,1277,1951,494,8408,9435,554,2852,4754,205,3297,11217,7947,1341,5295
171131,4186,2859,11933,8285,14654,13004,6613,2812,395,694,839,13837,3754,4184,3197
123260,15883,4961,54,843,9947,1512,1797,836,5742,13030,3891,15949,446,213,1086
822,15968,647,16010,15845,3105,1518,990,2871,1427,15777,15781,15745,15734,7344,2135
104006,16011,1583,4764,1743,12412,7424,10609,3716,4894,1923,660,15769,73,4356,9339
148228,111,2123,592,2892,2691,9439,9871,5652,5960,4359,624,9313,248,2086,5864
299659,491,13804,1117,134,125,4,10578,6476,7383,3292,9581,659,3087,3045,3991
256680,1325,2829,7704,1072,481,628,1446,7757,6931,3374,3024,5073,9275,457,2223
150376,385,15801,5892,112,702,312,2424,8046,3448,10578,6095,12759,269,14057,1233
285967,300,7716,178,949,15982,9179,4375,3546,6948,1289,11148,2525,374,2725,326
241451,2281,309,1258,140,3921,88,1958,2018,1316,7306,15841,7359,2300,2415,5506
215,3590,2078,8794,7080,8064,10441,7814,7687,4159,13686,8491,2177,9594,5161,97
293014,14645,322,4857,6662,3591,13659,13369,7051,11189,4422,2839,4028,6200,11056,11494
182631,15996,15837,166,307,15917,9839,8321,2699,2654,14812,687,8235,6633,6632,7493
269207,68,14093,12500,15959,15992,5160,5939,1139,11133,2989,5373,14820,14812,8589,279
332686,2159,4621,48,16043,14904,7726,15309,4911,12915,8785,5436,1472,13608,11005,9648
7854,644,1366,953,603,2597,11868,1938,14622,2866,11588,7234,12169,14198,1359,3074
91,5812,7800,6228,4859,7343,8810,9395,10615,8226,7106,8727,9451,10440,7213,6484
306735,3147,6146,1280,3364,6827,12516,7712,4205,8572,13195,4113,8167,2882,11735,12867
245638,1027,304,15984,128,279,706,8589,2642,95,768,4070,7793,4787,6891,2456
9209,102,15776,4508,7298,15967,172,1471,9909,775,6769,459,2589,2153,222,2613
126042,14,332,96,8154,426,482,16000,15999,15894,1812,5791,1657,9967,1937,6509
195421,59,832,1368,12817,1892,8233,380,523,10545,1839,11638,11302,8457,6666,7147
283155,49,8974,15861,11455,1143,6922,13948,2549,3290,4364,164,6166,748,5219,5920
295486,2042,1769,6110,2035,3026,4937,3984,9872,2296,2646,12508,571,2088,9242,11716
54998,3603,1837,8753,425,11829,15951,2602,6728,2908,477,11211,1129,12465,5493,5088
165722,4128,3635,15394,10300,12208,4244,1877,12783,13076,14142,10914,11847,3246,3939,15172
21050,3981,6038,973,12328,4878,13492,13230,14951,9755,9598,7063,12376,8617,7565,10774
188834,1755,8093,11807,1142,419,15761,218,5150,2218,6791,10949,12640,5315,1482,2486
221194,950,1444,1011,4669,646,6794,9127,5173,15894,15848,3344,2407,3639,677,608
260605,612,11649,15284,5799,9615,15263,11456,5296,10548,13565,7488,9265,13449,13558,13677
146886,794,5200,2740,438,170,655,353,2843,607,2188,540,3799,9432,2301,362
224037,2282,3987,467,151,2333,6461,11975,4050,5739,7670,2507,9776,919,11331,10624
223040,16007,2444,4117,13334,8527,11461,3843,12166,7372,11661,11916,5093,3407,1185,226
129437,1083,5796,2625,7310,13067,2779,4777,7347,1949,2837,1038,2945,9839,6059,1652
232832,360,16034,5393,1624,9738,2451,4297,1685,2527,3671,2002,14422,3449,1261,15833
158600,5337,5391,6237,10301,6347,2667,8102,11035,1729,10693,8964,11985,8812,1334,5396
274637,519,423,1178,2236,517,2872,188,675,2639,3457,1507,668,2631,1458,2302
156129,11794,1478,9221,8055,12493,1053,2265,5870,10949,6250,4981,5336,5150,1272,6128
318977,1601,3480,515,7030,4214,4818,2484,11457,297,10425,12960,9221,8055,7201,6072
192291,618,1438,1268,8114,6503,14361,5952,8424,11474,8505,12868,3511,10781,5838,16012
176189,701,980,702,512,1631,3413,1214,929,1306,1017,5634,2651,1459,2482,2515
199478,40,3767,3496,7293,7300,6391,2262,15991,11077,5785,12059,11126,15506,3727,5540
555,2465,3984,1177,9460,4970,691,1339,13077,15934,6014,7569,1007,3286,546,1454
3,7160,9202,2045,2794,14114,1447,9661,13485,5617,2081,10696,3164,122,2753,2097
176494,16023,5816,6691,10016,13989,9486,7028,9988,6900,189,521,716,2338,2291,2166
169426,7090,1352,4070,2640,3539,7729,11279,8529,9533,1527,3015,10036,2402,6891,4909
19857,1195,3931,418,468,2341,1579,15838,11216,4939,9724,362,7631,13365,170,12423
224783,16032,11753,12140,1172,11638,6907,9709,15529,10472,9813,13209,118,3670,15037,10352
300322,16003,16038,80,87,7271,71,356,438,3687,51,11518,3826,5639,171,3660
232405,7584,10348,11148,2796,4517,5404,14057,1459,3520,6921,11195,9620,13877,14504,5112
228341,5288,373,8339,10543,7340,874,4142,6971,8820,214,13024,2402,10626,7733,1415
109276,46,1361,145,660,1779,1266,806,4229,13771,693,1345,6131,9563,864,5332
198994,166,8448,6633,10634,10138,9158,307,5373,9371,13169,8563,5586,5232,6607,5503
194655,4391,5153,3668,11829,12261,2352,5749,12212,8543,14515,7396,9920,9768,9834,8172
286096,998,4961,1079,353,18,1657,1331,94,2,684,118,9056,2843,1182,535
9216,964,5266,460,1500,11356,2316,7043,335,9967,14322,777,12193,3287,4222,11391
421,1347,1717,597,5045,2499,5922,774,1300,3949,7665,8909,6360,7393,2422,1907
20551,15799,1748,1231,8503,865,15826,2045,2794,492,10871,11986,10264,2161,11387,11431
311193,4248,1585,3704,3687,1058,1097,9196,623,6276,3244,4829,2053,15865,510,13182
31481,15742,625,2027,2280,9843,10915,9368,8011,5225,3073,343,11589,14553,5288,2762
156546,3131,2924,4277,4974,3229,12314,15901,2891,14808,2353,3736,1535,7846,6027,1969
128621,15769,38,6966,4289,12247,313,6276,5864,2892,3489,14773,2718,7522,4470,1979
27708,2405,6747,10235,6913,2538,4717,2141,4210,168,2817,982,8388,8945,4537,943
305096,187,6248,10006,2046,4551,5605,3195,15841,8242,1697,4863,7359,3996,9365,4765
223321,3084,3146,297,1208,746,1983,15501,515,7995,10425,1357,12960,267,7201,2555
140620,5160,2840,9839,62,410,2496,568,5138,28,120,4829,4297,6059,432,2527
329839,153,7670,6461,11975,4014,5336,8061,4050,2196,9628,11429,12197,2543,1530,3369
284653,989,6601,3581,15503,10238,3754,7210,1211,12366,8846,2530,9513,7111,4057,898
239188,746,1983,1208,293,515,10425,1357,12960,267,7201,3084,2555,7894,1601,3793
323612,8655,10634,4297,4857,10138,10053,6696,4916,2779,9502,187,8053,6306,4679,10550
127060,5523,4328,6042,13451,8589,2788,2335,13898,13667,14141,6481,1027,2763,490,15875
297562,15982,178,8087,9014,237,2963,55,4893,11148,9827,278,150,425,3520,9179
291572,1472,9850,11453,7406,3803,6500,16024,15220,14055,4167,11517,7034,11753,2829,1034
204583,4802,656,1108,1704,3082,2871,13989,1470,14885,3770,2086,15745,1639,11255,9033
150145,13934,1690,1276,4177,5554,3730,8803,2585,3271,855,5768,3256,1460,10683,1781
351913,247,63,803,4616,1027,15984,9173,7842,10591,1763,13827,987,434,10661,10551
298047,3091,397,3092,15975,1017,1456,2515,1459,1270,2426,2102,8621,4351,9275,1306
27833,1717,2943,8222,4624,7665,5922,4614,6531,12375,1907,2328,6858,6617,6863,2968
230253,15837,15996,15917,241,12555,4777,2625,9839,1958,166,140,1145,2300,3426,5506
760,1307,420,2467,13300,12708,13034,2820,9955,3312,1729,2677,12352,337,12490,11561
270633,1258,2281,140,238,88,3921,1958,15841,7359,3996,1368,5503,2018,6046,1594
2655,15766,10183,11381,9209,9749,9539,13160,12043,2797,1366,2866,5988,2037,12010,4806
144344,15916,9738,2451,4297,360,263,16034,2779,9576,4476,6823,14783,13145,3894,129
