id,Informations
177736, Components: Wooden pieces & boards
177736, Country: Iceland
177736, Country: Norway
177736, Digital Implementations: Board Game Arena
177736, Game: A Feast for Odin
177736, History: Viking Expansion
177736, Islands: Greenland (Denmark)
177736, Mechanism: Tableau Building
177736, Mythology: Norse
177736, Occupation: Farmer
177736, Players: Games with Solitaire Rules
177736, Region: Arctic
177736, Series: Harvest (Uwe Rosenberg)
177736, Theme: Food / Cooking
177736, Theme: Vikings
124361,Ancient: Rome
124361, Components:  Meeples
124361, Components: Map (Continental / National scale)
124361, Digital Implementations: Apple App Store
124361, Digital Implementations: Boiteajeux
124361, Digital Implementations: Google Play
124361, Digital Implementations: Steam
124361, Game: Concordia
124361, Misc: BGG Hall of Fame
124361, Players: Games with expansions that add solo play
124361, Region: Mediterranean Sea
295770,Category: Dungeon Crawler
295770, Components: Miniatures
295770, Components: Multi-Use Cards
295770, Components: Standees
295770, Crowdfunding: Kickstarter
295770, Digital Implementations: TableTop Simulator Mod (TTS)
295770, Game: Gloomhaven
295770, Mechanism: Campaign Games
295770, Mechanism: Legacy
295770, Misc: Forteller Audio Narration
295770, Players: Games with Solitaire Rules
341169,Animals: Cattle / Cows
341169, Cities: Kansas City (Missouri
341169, USA)
341169, Components: Control Boards
341169, Country: USA
341169, Digital Implementations: Board Game Arena
341169, Game: Great Western Trail
341169, Mechanism: Tableau Building
341169, Players: Games with Solitaire Rules
341169, States: Texas
205637,Collectible: Living Card Game (Fantasy Flight Games)
205637, Game: Arkham Horror – The Card Game
205637, Mechanism: Campaign Games
205637, Mechanism: Tableau Building
205637, Players: Games with Solitaire Rules
205637, Series: Arkham Horror Files (Fantasy Flight Games)
205637, Theme: Cthulhu Mythos
205637, Versions & Editions: Card Versions of Non-Card Games
312484,Components: Gems/Crystals
312484, Components: Multi-Use Cards
312484, Components: Official Music Soundtrack
312484, Creatures: Monsters
312484, Digital Implementations: Board Game Arena
312484, Digital Implementations: Yucata
312484, Game: Lost Ruins of Arnak
312484, Islands: Fictional
312484, Occupation: Adventurer / Explorer
312484, Players: Games with Solitaire Rules
312484, Theme: Archaeology / Paleontology
312484, Theme: Temple
312484, Theme: Tropical
312484, Theme: Tropical Islands
237182,Animals: Beavers
237182, Animals: Birds
237182, Animals: Cats
237182, Animals: Foxes
237182, Animals: Mice
237182, Animals: Rabbits / Hares
237182, Animals: Raccoons
237182, Components:  Meeples
237182, Components: Control Boards
237182, Components: Map (Continental / National scale)
237182, Components: Meeples (Animal) / Animeeples
237182, Components: Polyhedral (not D6) dice
237182, Components: Wooden pieces & boards
237182, Crowdfunding: Kickstarter
237182, Digital Implementations: Apple App Store
237182, Digital Implementations: Dire Wolf Game Room
237182, Digital Implementations: Google Play
237182, Digital Implementations: Steam
237182, Food & Drink: Tea
237182, Game: Root
237182, Mechanism: Tableau Building
237182, Misc: Made by Panda
237182, Players: Games with expansions that add solo play
237182, Theme: Animal Battles
237182, Theme: Anthropomorphic Animals
237182, Theme: Nature
237182, War Level of Command: Grand Strategy
120677,Category: Combinatorial
120677, Components: Control Boards
120677, Components: Map (Continental / National scale)
120677, Components: Wooden pieces & boards
120677, Creatures: Dwarves & Gnomes
120677, Digital Implementations: Board Game Arena
120677, Digital Implementations: Google Play
120677, Digital Implementations: Steam
120677, Digital Implementations: Tabletopia
120677, Digital Implementations: Yucata
120677, Mechanism: Tableau Building
120677, Misc: BGG Hall of Fame
120677, Series: Terra Mystica
266192,Animals: Birds
266192, Animals: Crows / Ravens / Magpies
266192, Animals: Ducks
266192, Animals: Eagles
266192, Animals: Geese
266192, Animals: Owls
266192, Animals: Turkeys
266192, Components: Control Boards
266192, Components: Dice with Icons
266192, Components: Drop Tower
266192, Components: Game Trayz Inside
266192, Digital Implementations: Apple App Store
266192, Digital Implementations: Board Game Arena
266192, Digital Implementations: Google Play
266192, Digital Implementations: Steam
266192, Digital Implementations: TableTop Simulator Mod (TTS)
266192, Digital Implementations: Tabletopia
266192, Game: Wingspan
266192, Mechanism: Tableau Building
266192, Misc: Made by Panda
266192, Misc: Watch It Played How To Videos
266192, Organizations: Automa Factory
266192, Players: Games with Solitaire Rules
266192, Theme: Biology
266192, Theme: Ecology
266192, Theme: Nature
192135,Components: 4 x 4 Grids
192135, Components: Dice with Icons
192135, Components: PVC Cards
192135, Crowdfunding: Kickstarter
192135, Digital Implementations: Tabletopia
192135, Game: Too Many Bones
192135, Players: Games with Solitaire Rules
192135, Theme: Boss Battle
164928,Cities: Orléans (France)
164928, Components:  Meeples
164928, Components: Map (Continental / National scale)
164928, Country: France
164928, Crowdfunding: Kickstarter
164928, Crowdfunding: Wspieram
164928, Digital Implementations: Board Game Arena
164928, Digital Implementations: Tabletopia
164928, Game: Orléans
164928, Misc: Made by Panda
164928, Players: Games with expansions that add solo play
164928, Religious: Monks/Abbots & Monasteries/Abbeys
96848,Components: Clix
96848, Components: Miniatures
96848, Components: Multi-Use Cards
96848, Players: Games with Solitaire Rules
96848, Setting: Mage Knight
251247,Components: Control Boards
251247, Crowdfunding: Kickstarter
251247, Digital Implementations: Board Game Arena
251247, Game: Barrage
251247, Occupation: Architect
251247, Players: Games with Solitaire Rules
251247, Theme: Art style – Art Deco
251247, Theme: Dieselpunk
251247, Theme: Electricity Generation
324856,Digital Implementations: Board Game Arena
324856, Digital Implementations: Tabletopia
324856, Game: The Crew
324856, Mechanism: Artificial Player
324856, Misc: LongPack Games
324856, Theme: Under the Sea
199792,Animals: Badgers
199792, Animals: Bats
199792, Animals: Birds
199792, Animals: Foxes
199792, Animals: Hedgehogs / Porcupines
199792, Animals: Lizards
199792, Animals: Mice
199792, Animals: Moles
199792, Animals: Owls
199792, Animals: Skunks
199792, Animals: Squirrels / Chipmunks
199792, Animals: Turtles
199792, Category: Dized Tutorial
199792, Components: 3-Dimensional (3D)
199792, Components: Meeples (Animal) / Animeeples
199792, Components: Wooden pieces & boards
199792, Crowdfunding: Kickstarter
199792, Digital Implementations: Dire Wolf Game Room
199792, Digital Implementations: Google Play
199792, Digital Implementations: Steam
199792, Digital Implementations: TableTop Simulator Mod (TTS)
199792, Digital Implementations: Tabletopia
199792, Game: Everdell
199792, Mechanism: Tableau Building
199792, Misc: LongPack Games
199792, Misc: Watch It Played How To Videos
199792, Players: Games with Solitaire Rules
199792, Theme: Anthropomorphic Animals
199792, Theme: Nature
199792, Theme: Trees and Forests
183394,Components: Control Boards
183394, Components: Meeples (Animal) / Animeeples
183394, Components: Wooden pieces & boards
183394, Country: Italy
183394, Digital Implementations: Board Game Arena
183394, Digital Implementations: BoardSpace
183394, Digital Implementations: Steam
183394, Digital Implementations: Tabletopia
183394, Food & Drink: Wine
183394, Game: Viticulture
183394, Misc: Made by Panda
183394, Organizations: Automa Factory
183394, Players: Games with Solitaire Rules
183394, Series: Uwe Rosenberg Collection (Feuerland Spiele)
373106,Category: Dized Tutorial
373106, Digital Implementations: Board Game Arena
373106, Digital Implementations: TableTop Simulator Mod (TTS)
373106, Players: Two-Player Only Games
373106, Series: Two-player games (Kosmos)
366013,Game: Heat – Pedal to the Metal
366013, Digital Implementations: Board Game Arena
366013, Misc: Watch It Played How To Videos
366013, Players: Games with Solitaire Rules
366013, Sports: Auto Racing
366013, Sports: Formula 1
366013, Theme: Retro
285774,Collectible: Living Card Game (Fantasy Flight Games)
285774, Comic Books: Marvel Universe
285774, Game: Marvel Champions – The Card Game
285774, Mechanism: Tableau Building
285774, Players: Games with Solitaire Rules
285774, Theme: Boss Battle
285774, Theme: Superheroes
175914,Brands: Restaurants
175914, Components: Map (City Scale)
175914, Crowdfunding: Gamefound
175914, Decades: The 1950's
175914, Digital Implementations: Boardgamecore
175914, Food & Drink: Beer
175914, Food & Drink: Burgers
175914, Food & Drink: Pizza
175914, Mechanism: Tableau Building
175914, Misc: LongPack Games
175914, Misc: Made by Panda
175914, Theme: Food / Cooking
175914, Theme: Pub
175914, Bars
175914, Bistros...
175914, Theme: Retro
521,Components: Wooden pieces & boards
521, Mechanism: Finger Flicking Games
521, Traditional Games: Crokinole
256960,Components: Wooden pieces & boards
256960, Country: Afghanistan
256960, Country: India
256960, Country: United Kingdom
256960, Crowdfunding: Kickstarter
256960, Digital Implementations: Board Game Arena
256960, Digital Implementations: Rally the Troops
256960, Game: Pax Pamir
256960, History: Anglo-Afghan Wars
256960, Mechanism: Artificial Player
256960, Mechanism: Tableau Building
256960, Misc: Made by Panda
256960, Players: Games with Solitaire Rules
256960, Series: Pax
256960, Theme: Colonial
247763,Digital Implementations: TableTop Simulator Mod (TTS)
247763, Digital Implementations: Yucata
247763, Mechanism: Tableau Building
247763, Players: Games with Solitaire Rules
247763, Theme: Under the Sea
284378,Crowdfunding: Kickstarter
284378, Digital Implementations: Tabletopia
284378, Misc: Made by Panda
284378, Theme: Automotive Industry
3076,Components: Wooden pieces & boards
3076, Country: Puerto Rico
3076, Digital Implementations: Board Game Arena
3076, Digital Implementations: BrettspielWelt
3076, Game: Puerto Rico
3076, Mechanism: Tableau Building
3076, Misc: Dice Tower Hall of Fame
3076, Series: Alea Big Box
3076, Theme: Colonial
3076, Theme: Tropical
321608,Components:  Meeples
321608, Crowdfunding: Kickstarter
321608, Crowdfunding: Spieleschmiede
321608, Digital Implementations: TableTop Simulator Mod (TTS)
321608, Digital Implementations: Tabletopia
321608, Game: Hegemony
295947,Animals: Bears
295947, Animals: Eagles
295947, Animals: Fish / Fishes
295947, Animals: Foxes
295947, Animals: Moose / Elk
295947, Components: Hexagonal Tiles
295947, Components: Wooden pieces & boards
295947, Crowdfunding: Kickstarter
295947, Digital Implementations: Apple App Store
295947, Digital Implementations: Dire Wolf Game Room
295947, Digital Implementations: Steam
295947, Digital Implementations: Tabletopia
295947, Players: Games with Solitaire Rules
295947, Series: Cascadia
295947, States: Washington
295947, Theme: Ecology
295947, Theme: Nature
314040,Components: Map (Global Scale)
314040, Decades: The 1960's
314040, Digital Implementations: Tabletopia
314040, Game: Pandemic
314040, History: Cold War
314040, Mechanism: Campaign Games
314040, Mechanism: Legacy
314040, Medical: Diseases
314040, Misc: Limited Replayability
314040, Misc: Made by Panda
314040, Misc: Watch It Played How To Videos
314040, Occupation: Medic / Doctor / Nurses
314040, Occupation: Researcher / Scientist
314040, Theme: Alternate History
314040, Theme: Retro
314040, Versions & Editions: Legacy Versions of Non-Legacy Games
102794,Animals: Cattle / Cows
102794, Animals: Dogs
102794, Animals: Donkeys
102794, Animals: Sheep
102794, Animals: Wild boar
102794, Components: Gems/Crystals
102794, Components: Meeples (Animal) / Animeeples
102794, Components: Wooden pieces & boards
102794, Digital Implementations: Apple App Store
102794, Digital Implementations: Board Game Arena
102794, Digital Implementations: Google Play
102794, Game: Caverna (Uwe Rosenberg)
102794, Players: Games with Solitaire Rules
102794, Series: Harvest (Uwe Rosenberg)
102794, Theme: Mining
185343,Components: Miniatures
185343, Crowdfunding: Kickstarter
185343, Digital Implementations: Board Game Arena
185343, Digital Implementations: Tabletopia
185343, Game: Anachrony
185343, Mechanism: Tableau Building
185343, Misc: Made by Panda
185343, Players: Games with Solitaire Rules
185343, Theme: Post-Apocalyptic
185343, Theme: Time Travel
253344,Category: Dized Tutorial
253344, Category: Dungeon Crawler
253344, Components: Dice with Icons
253344, Components: Miniatures
253344, Country: USA
253344, Creatures: Monsters
253344, Crowdfunding: Kickstarter
253344, Digital Implementations: TableTop Simulator Mod (TTS)
253344, Game: Cthulhu: Death may Die
253344, Players: Games with Solitaire Rules
253344, Region: New England (USA)
253344, Theme: Boss Battle
253344, Theme: Cthulhu Mythos
184267,Crowdfunding: Kickstarter
184267, Digital Implementations: Tabletopia
184267, Game: On Mars
184267, Misc: Made by Panda
184267, Players: Games with Solitaire Rules
184267, Space: Colonization / Extraterrestrial Colonisation
184267, Space: Earth's Solar System
184267, Space: Mars
170216,Animals: Wild boar
170216, Category: Dized Tutorial
170216, Components: Control Boards
170216, Components: Dynamic Event Boards
170216, Components: Map (Continental / National scale)
170216, Components: Miniatures
170216, Creatures: Monsters
170216, Crowdfunding: Kickstarter
170216, Digital Implementations: Board Game Arena
170216, Digital Implementations: Steam
170216, Digital Implementations: TableTop Simulator Mod (TTS)
170216, Game: Blood Rage
170216, Misc: Watch It Played How To Videos
170216, Mythology: Norse
170216, Theme: Vikings
31260,Animals: Cattle / Cows
31260, Animals: Horses
31260, Animals: Pigs
31260, Animals: Sheep
31260, Components: Meeples (Animal) / Animeeples
31260, Components: Wooden pieces & boards
31260, Digital Implementations: Board Game Arena
31260, Digital Implementations: Boiteajeux
31260, Game: Agricola
31260, Mechanism: Tableau Building
31260, Misc: BGG Hall of Fame
31260, Misc: Dice Tower Hall of Fame
31260, Occupation: Farmer
31260, Players: Games with Solitaire Rules
31260, Series: Harvest (Uwe Rosenberg)
31260, Theme: Food / Cooking
251661,Category: Dungeon Crawler
251661, Components: Miniatures
251661, Components: Standees
251661, Crowdfunding: Kickstarter
251661, Mechanism: Campaign Games
251661, Players: Games with Solitaire Rules
251661, Theme: Boss Battle
421006,Authors: J.R.R. Tolkien
421006, Game: 7 Wonders Duel
421006, Mechanism: Tableau Building
421006, Misc: LongPack Games
421006, Players: Two-Player Only Games
255984,Components: Book as Board
255984, Components: Map (City Scale)
255984, Components: Official Music Soundtrack
255984, Crowdfunding: Kickstarter
255984, Crowdfunding: Wspieram
255984, Decades: The 1920's
255984, Game: Sleeping Gods
255984, Mechanism: Campaign Games
255984, Misc: Forteller Audio Narration
255984, Misc: Limited Replayability
255984, Misc: Made by Panda
255984, Misc: Watch It Played How To Videos
255984, Players: Games with Solitaire Rules
255984, Setting: The Wandering World
161533,Cities: Lisbon (Portugal)
161533, Components: Multi-Use Cards
161533, Country: Portugal
161533, Crowdfunding: Giochistarter
161533, Crowdfunding: Kickstarter
161533, Crowdfunding: Spieleschmiede
161533, Digital Implementations: Tabletopia
161533, Misc: Made by Panda
161533, Players: Games with Solitaire Rules
161533, Theme: Earthquakes
221107,Components: Map (Global Scale)
221107, Game: Pandemic
221107, Mechanism: Campaign Games
221107, Mechanism: Legacy
221107, Medical: Diseases
221107, Misc: Limited Replayability
221107, Misc: Made by Panda
221107, Occupation: Medic / Doctor / Nurses
221107, Occupation: Researcher / Scientist
221107, Theme: Post-Apocalyptic
221107, Versions & Editions: Legacy Versions of Non-Legacy Games
221107, Versions & Editions: Sequels
231733,Components:  Meeples
231733, Country: England
231733, Crowdfunding: Kickstarter
231733, Digital Implementations: Board Game Arena
231733, Game: Obsession
231733, Mechanism: Tableau Building
231733, Misc: Made by Panda
231733, Players: Games with Solitaire Rules
231733, Theme: Love / Romance
182874,Cities: Vienna (Austria)
182874, Country: Austria
182874, Crowdfunding: Wspieram
182874, Digital Implementations: Yucata
182874, Mechanism: Dice Drafting
182874, Misc: LongPack Games
182874, Theme: Food / Cooking
182874, Theme: Hotels
182874, Inns
182874, Lodgings
205059,Category: Dungeon Crawler
205059, Components: Dice with Icons
205059, Components: Digital Hybrid – App/Website Required
205059, Components: Miniatures
205059, Components: Polyhedral (not D6) dice
205059, Game: Mansions of Madness (Second Edition)
205059, Players: Games with Solitaire Rules
205059, Series: Arkham Horror Files (Fantasy Flight Games)
205059, Series: Mansions of Madness
205059, Theme: Cthulhu Mythos
205059, Theme: Mad Science / Mad Scientist
205059, Theme: Spooky Old Houses
126163,Components: Calendars
126163, Components: Gears
126163, Country: Mexico
126163, Digital Implementations: Board Game Arena
126163, Digital Implementations: Boiteajeux
126163, Game: Tzolk'in – The Mayan Calendar
126163, Series: T games (Daniele Tascini)
126163, Theme: Mayans
126163, Theme: Native Americans / First Peoples
126163, Theme: Tropical
2651,Components: Map (Continental / National scale)
2651, Components: Wooden pieces & boards
2651, Country: Germany
2651, Country: USA
2651, Decades: The 2000's
2651, Digital Implementations: BrettspielWelt
2651, Digital Implementations: Google Play
2651, Digital Implementations: Steam
2651, Game: Power Grid
2651, Mechanism: Tableau Building
2651, Misc: BGG Hall of Fame
2651, Misc: Dice Tower Hall of Fame
2651, Occupation: Engineer
2651, Theme: Electricity Generation
383179,Category: Combinatorial
383179, Digital Implementations: Board Game Arena
383179, Series: Terra Mystica
244521,Components: Dice with Icons
244521, Containers: Drawstring Bag
244521, Country: Germany
244521, Digital Implementations: Tabletopia
244521, Game: The Quacks of Quedlinburg
244521, Misc: Watch It Played How To Videos
244521, Theme: Witches
216132,Animals: Cattle / Cows
216132, Animals: Sheep
216132, Components: Control Boards
216132, Components: Wooden pieces & boards
216132, Country: Scotland
216132, Crowdfunding: Kickstarter
216132, Crowdfunding: zagramw.to
216132, Digital Implementations: Board Game Arena
216132, Digital Implementations: TableTop Simulator Mod (TTS)
216132, Digital Implementations: Tabletopia
216132, Food & Drink: Cheese
216132, Food & Drink: Liquor / Cocktails
216132, Misc: Made by Panda
216132, Players: Games with Solitaire Rules
276025,Cities: Maracaibo (Venezuela)
276025, Components: Control Boards
276025, Components: Map (Continental / National scale)
276025, Components: Multi-Use Cards
276025, Digital Implementations: Board Game Arena
276025, Digital Implementations: Google Play
276025, Game: Maracaibo
276025, Mechanism: Tableau Building
276025, Players: Games with Solitaire Rules
276025, Region: Caribbean Sea
276025, Theme: Colonial
276025, Theme: Tropical
35677,Cities: Le Havre (France)
35677, Country: France
35677, Game: Le Havre
35677, Players: Games with Solitaire Rules
35677, Region: Normandy (France)
35677, Series: Harvest (Uwe Rosenberg)
266810,Crowdfunding: Kickstarter
266810, Digital Implementations: Tabletopia
266810, History: Francia
266810, Mechanism: Tableau Building
266810, Players: Games with Solitaire Rules
266810, Series: Medieval Trilogies (Garphill Games)
266810, Series: The West Kingdom Trilogy (Garphill Games)
125153,Crowdfunding: Giochistarter
125153, Crowdfunding: Kickstarter
125153, Crowdfunding: Spieleschmiede
125153, Digital Implementations: Tabletopia
125153, Game: The Gallerist
125153, Misc: Made by Panda
125153, Players: Games with Solitaire Rules
125153, Theme: Art
125153, Theme: Fine Art and Art Museums
125153, Theme: Painting / Paintings
164153,Category: Dungeon Crawler
164153, Components: Dice with Icons
164153, Components: Miniatures
164153, Creatures: Aliens / Extraterrestrials
164153, Game: Star Wars Imperial Assault
164153, Mechanism: Campaign Games
164153, Movies: Star Wars
164153, Players: Games with Solitaire Rules
164153, Players: One versus Many
124742,Category: Two-Player Fighting Games
124742, Collectible: Living Card Game (Fantasy Flight Games)
124742, Digital Implementations: VASSAL
124742, Game: Android – Netrunner (LCG)
124742, Players: Two-Player Only Games
124742, Setting: Android
