id,Categories
176083,Horror
176083,Zombies
325698,Economic
325698,Farming
196,Negotiation
196,Political
217398,Civilization
217398,Fantasy
217398,Medieval
217398,Territory Building
22,Adventure
22,Exploration
22,Fantasy
22,Fighting
350736,Nautical
350736,Print & Play
138431,Fighting
138431,Miniatures
138431,Science Fiction
138431,Wargame
367517,Economic
367517,Mafia
367517,Wargame
492,Arabian
492,Bluffing
492,Fantasy
492,Medieval
371972,Religious
300010,Children's Game
300010,Fantasy
300010,Territory Building
594,Card Game
594,Deduction
148943,Bluffing
148943,Card Game
148943,Deduction
148943,Party Game
148943,Political
169794,Environmental
169794,Farming
370164,Party Game
282414,Ancient
282414,Economic
101785,Dice
101785,Wargame
101785,World War II
143175,Card Game
143175,Economic
286537,Exploration
286537,Maze
286537,Spies / Secret Agents
1915,Adventure
1915,Card Game
1915,Collectible Components
1915,Exploration
1915,Fantasy
1915,Fighting
1915,Novel-based
1915,Wargame
251551,Animals
251551,Card Game
251551,Fantasy
18745,Ancient
242,Economic
242,Humor
242,Negotiation
242,Political
63170,Economic
63170,Trains
63170,Transportation
252929,Environmental
252929,Puzzle
252929,Science Fiction
929,Card Game
929,Medieval
75165,Medieval
75165,Religious
75165,Travel
21550,Abstract Strategy
21550,Territory Building
387514,Card Game
312251,Industry / Manufacturing
312251,Puzzle
312251,Transportation
301716,City Building
269603,Video Game Theme
24827,Ancient
24827,Card Game
24827,Economic
24827,Nautical
116954,Abstract Strategy
246200,Animals
246200,Card Game
246200,Number
358981,Animals
358981,Card Game
358981,World War II
318546,Adventure
318546,Children's Game
318546,Exploration
318546,Fantasy
318546,Print & Play
119,Abstract Strategy
119,Fantasy
119,Medieval
284584,Dice
284584,Medieval
94104,Ancient
94104,Card Game
94104,Fantasy
94104,Mythology
811,Abstract Strategy
811,Card Game
811,Number
381278,Card Game
381278,Novel-based
37919,Action / Dexterity
37919,City Building
37919,Civilization
37919,Fighting
37919,Science Fiction
37919,Space Exploration
24417,Industry / Manufacturing
24417,Puzzle
24417,Real-time
356414,Science Fiction
356414,Space Exploration
309105,Abstract Strategy
166571,City Building
166571,Trains
166571,Transportation
17223,Adventure
17223,Fantasy
17223,Fighting
17223,Miniatures
17223,Video Game Theme
22877,Korean War
22877,Modern Warfare
22877,Vietnam War
22877,Wargame
22877,World War II
172381,City Building
172381,Dice
172381,Farming
120523,Mafia
120523,Negotiation
619,Card Game
619,Novel-based
3097,Economic
3097,Post-Napoleonic
3097,Trains
3097,Transportation
233678,Abstract Strategy
233678,Animals
233678,Environmental
233678,Puzzle
109125,Economic
109125,Pike and Shot
109125,Renaissance
109125,Territory Building
195544,Card Game
195544,Horror
40209,Aviation / Flight
40209,Wargame
40209,World War II
115,Economic
115,Negotiation
386937,Abstract Strategy
181524,Adventure
181524,Dice
181524,Fantasy
181524,Miniatures
349463,Fantasy
175549,Bluffing
175549,Card Game
175549,Deduction
175549,Party Game
175549,Print & Play
168,Economic
168,Trains
168,Transportation
360153,Card Game
360153,Comic Book / Strip
360153,Dice
360153,Fighting
1829,Science Fiction
1829,Territory Building
1829,Wargame
172220,Adventure
172220,Exploration
172220,Fantasy
172220,Fighting
172220,Miniatures
240567,Economic
240567,Industry / Manufacturing
337787,Card Game
20542,Wargame
20542,World War II
316786,Ancient
316786,City Building
315695,Ancient
315695,Bluffing
315695,Deduction
315695,Miniatures
57925,Bluffing
57925,Card Game
297486,Economic
297486,Trains
297486,Transportation
375852,Animals
375852,Card Game
375852,Children's Game
375852,Fantasy
180020,Card Game
180020,Medical
351476,City Building
351476,Dice
275044,Fantasy
306709,Fantasy
306709,Horror
306709,Maze
3072,Fighting
3072,Miniatures
3072,Science Fiction
3072,Wargame
264198,Adventure
264198,Exploration
264198,Fighting
264198,Miniatures
264198,Science Fiction
244916,Action / Dexterity
280453,Card Game
280453,Economic
280453,Renaissance
187700,Fighting
187700,Miniatures
187700,Science Fiction
187700,Wargame
1198,Card Game
1198,Puzzle
195043,Bluffing
195043,Card Game
195043,Fantasy
195043,Fighting
328124,Industry / Manufacturing
328124,Science Fiction
235555,Civilization
235555,Environmental
235555,Exploration
235555,Prehistoric
235555,Territory Building
2987,Adventure
2987,Fighting
2987,Nautical
2987,Pirates
260300,Card Game
260300,Fantasy
260300,Fighting
149776,Adventure
149776,Fantasy
149776,Fighting
149776,Horror
149776,Miniatures
149776,World War II
270109,Abstract Strategy
270109,Fantasy
195856,Card Game
195856,Fantasy
195856,Horror
195856,Video Game Theme
8190,Abstract Strategy
8190,Mythology
8190,Novel-based
8190,Territory Building
8190,Travel
152,Card Game
152,Game System
343844,Fighting
343844,Puzzle
343844,Real-time
343844,Science Fiction
332321,Horror
332321,Movies / TV / Radio theme
915,Deduction
915,Medieval
915,Murder / Mystery
915,Religious
125548,Card Game
125548,Fantasy
125548,Fighting
125548,Video Game Theme
67877,Party Game
67877,Real-time
67877,Trivia
67877,Word Game
13780,Medieval
13780,Political
392023,Card Game
33451,Card Game
33451,Fantasy
33451,Humor
33451,Medieval
33451,Party Game
34887,Bluffing
34887,Deduction
34887,Political
294702,City Building
230889,Fighting
230889,Miniatures
230889,Science Fiction
230889,Sports
215840,Deduction
215840,Puzzle
215840,Real-time
275913,Card Game
148951,Bluffing
148951,Civilization
148951,Fantasy
148951,Fighting
148951,Medieval
148951,Print & Play
143986,Card Game
143986,Dice
143986,Humor
402679,Music
106662,Animals
106662,Economic
106662,Prehistoric
276830,Adventure
276830,Fantasy
276830,Fighting
276830,Miniatures
39339,Murder / Mystery
39339,Science Fiction
377061,
266967,Card Game
266967,Dice
266967,Fantasy
266967,Fighting
494,Ancient
494,Miniatures
494,Racing
230267,American West
230267,Civilization
230267,Dice
230267,Exploration
230267,Territory Building
38718,Wargame
38718,World War II
330950,Civilization
330950,Economic
330950,Science Fiction
330950,Space Exploration
183231,Adventure
183231,Fantasy
358816,Deduction
358816,Movies / TV / Radio theme
358816,Murder / Mystery
7480,Ancient
7480,Political
7480,Territory Building
7480,Wargame
43022,Bluffing
43022,Card Game
43022,Fantasy
43022,Fighting
43022,Print & Play
43022,Video Game Theme
98,Economic
98,Wargame
98,World War II
171662,Card Game
171662,Economic
171662,Prehistoric
192860,Animals
192860,Exploration
192860,Nautical
356080,Adventure
356080,Dice
356080,Exploration
356080,Fantasy
356080,Video Game Theme
280136,Deduction
280136,Horror
280136,Murder / Mystery
280136,Party Game
271321,Card Game
271321,Fantasy
14254,Action / Dexterity
14254,Racing
38545,Abstract Strategy
364186,Fantasy
364186,Territory Building
267813,Exploration
267813,Fantasy
267813,Puzzle
193308,Bluffing
193308,Deduction
193308,Humor
193308,Party Game
193308,Spies / Secret Agents
144041,Bluffing
144041,City Building
144041,Civilization
144041,Economic
144041,Negotiation
144041,Political
144041,Territory Building
38862,Transportation
13884,Economic
13884,Fantasy
214484,Adventure
214484,Exploration
214484,Fantasy
214484,Fighting
214484,Puzzle
214484,Travel
170604,Science Fiction
244513,Action / Dexterity
244513,Animals
244513,Children's Game
228372,Economic
228372,Trains
31497,American West
398,Animals
398,Card Game
92319,Ancient
92319,Civilization
92319,Fighting
92319,Mythology
92319,Territory Building
295905,Animals
295905,Dice
295905,Fantasy
295905,Fighting
295905,Miniatures
314745,City Building
314745,Exploration
314745,Fantasy
314745,Science Fiction
22484,Abstract Strategy
248861,Number
248861,Puzzle
248861,Trains
90040,Ancient
146816,Age of Reason
146816,Puzzle
259298,Ancient
259298,Civilization
259298,Fantasy
34194,Animals
304668,Fighting
304668,Miniatures
1544,Bluffing
1544,Party Game
1544,Trivia
1544,Word Game
355326,Adventure
355326,Exploration
355326,Fantasy
355326,Fighting
355326,Video Game Theme
266083,Card Game
266083,Number
99975,Card Game
99975,Educational
99975,Trivia
122294,Card Game
122294,Fantasy
260789,Exploration
260789,Fighting
260789,Miniatures
260789,Renaissance
260789,Video Game Theme
131111,Card Game
131111,Fantasy
131111,Fighting
131111,Video Game Theme
5206,Fighting
5206,Science Fiction
5206,Wargame
38343,Civilization
38343,Science Fiction
38343,Space Exploration
73664,Card Game
102435,American Indian Wars
102435,American West
102435,Post-Napoleonic
102435,Wargame
156714,American West
156714,Card Game
156714,City Building
156714,Fantasy
156714,Horror
245354,Card Game
245354,Exploration
245354,Puzzle
245354,Real-time
252399,Adventure
252399,Exploration
252399,Fantasy
183284,Industry / Manufacturing
183284,Puzzle
183284,Real-time
218804,Fantasy
248158,Card Game
248158,Comic Book / Strip
248158,Dice
248158,Movies / TV / Radio theme
294693,Card Game
294693,Dice
40270,Card Game
40270,Collectible Components
40270,Fantasy
40270,Horror
40270,Novel-based
10093,Economic
10093,Wargame
10093,World War II
193728,Ancient
193728,Medieval
193728,Political
193728,Wargame
302260,Card Game
302260,Farming
178054,Horror
178054,Murder / Mystery
178054,Novel-based
178054,Political
178054,Spies / Secret Agents
178054,Zombies
103185,American West
103185,Farming
317434,Deduction
317434,Puzzle
317434,Real-time
221769,Environmental
221769,Prehistoric
221769,Territory Building
149951,Card Game
149951,Modern Warfare
149951,Wargame
222542,Science Fiction
323255,Deduction
323255,Puzzle
323255,Trivia
26,Civilization
26,Economic
26,Medieval
26,Renaissance
148203,Card Game
148203,Real-time
269752,Abstract Strategy
269752,Dice
269752,Puzzle
338376,Medieval
338376,Wargame
235014,Fantasy
235014,Real-time
12761,Bluffing
12761,Medieval
277927,Abstract Strategy
277927,Animals
8129,Card Game
2081,American Civil War
2081,Civil War
2081,Post-Napoleonic
2081,Wargame
175307,Card Game
175307,Deduction
175307,Movies / TV / Radio theme
347805,Party Game
381249,Card Game
381249,Deduction
381249,Humor
381249,Memory
381249,Party Game
157917,Fantasy
157917,Fighting
157917,Medieval
157917,Mythology
157917,Novel-based
157917,Science Fiction
47055,Economic
47055,Industry / Manufacturing
47055,Science Fiction
47055,Space Exploration
423,Economic
423,Trains
269968,Deduction
270871,Adventure
270871,Exploration
270871,Fantasy
206940,Animals
206940,Exploration
206940,Territory Building
355888,Exploration
355888,Fantasy
355888,Mythology
355888,Territory Building
289081,Puzzle
325555,Adventure
325555,Book
325555,Deduction
325555,Exploration
325555,Humor
325555,Puzzle
325555,Video Game Theme
361,Animals
361,Racing
41933,Bluffing
41933,Card Game
41933,Fighting
8098,Action / Dexterity
8098,Card Game
8098,Party Game
8098,Real-time
342894,Abstract Strategy
342894,Fantasy
342894,Miniatures
274841,Abstract Strategy
274841,Puzzle
58936,Civil War
58936,Medieval
58936,Political
58936,Wargame
54137,Abstract Strategy
54137,Animals
223215,Action / Dexterity
223215,Science Fiction
293678,Card Game
285905,Comic Book / Strip
285905,Miniatures
285905,Wargame
12750,Economic
12750,Trains
12750,Transportation
380165,City Building
380165,Trains
165948,
3800,Economic
3800,Medieval
3800,Political
393165,Economic
393165,Fantasy
393165,Horror
393165,Medieval
393165,Miniatures
393165,Mythology
393165,Novel-based
55697,Humor
55697,Negotiation
4636,Abstract Strategy
4636,Bluffing
4636,Deduction
4636,Prehistoric
196496,Card Game
196496,Wargame
196496,World War II
34297,Abstract Strategy
320390,Action / Dexterity
320390,Animals
320390,Fighting
385680,Civilization
294514,Murder / Mystery
294514,Party Game
1499,Nautical
1499,Wargame
1499,World War II
46396,Puzzle
46396,Real-time
168609,Adventure
168609,Card Game
168609,Economic
168609,Exploration
43868,Adventure
43868,Ancient
43868,Exploration
43868,Miniatures
252446,Card Game
252446,City Building
252446,Economic
252446,Farming
252446,Medieval
208895,Party Game
123239,Party Game
123239,Trivia
206084,Dice
206084,Fantasy
206084,Nautical
24773,Trains
24773,Transportation
411875,Animals
411875,Card Game
172996,Medieval
172996,Political
172996,Wargame
6351,Action / Dexterity
6351,Animals
6351,Children's Game
6351,Humor
267271,Ancient
267271,Farming
3565,Exploration
3565,Fantasy
3565,Fighting
3565,Horror
3565,Miniatures
3565,Wargame
303551,Ancient
303551,Economic
303551,Wargame
230303,Card Game
230303,Exploration
230303,Puzzle
230303,Real-time
24310,Card Game
24310,Fantasy
24310,Humor
24310,Medieval
24310,Party Game
205046,Bluffing
205046,Card Game
205046,Science Fiction
73369,Card Game
73369,City Building
73369,Economic
73369,Science Fiction
217083,Abstract Strategy
204135,Card Game
204135,Math
251747,Nautical
251747,Wargame
251747,World War II
298229,Dice
298229,Racing
298229,Science Fiction
5072,Action / Dexterity
300683,City Building
300683,Economic
300683,Puzzle
30658,Ancient
30658,Civilization
182189,Adventure
182189,Card Game
182189,Fantasy
295577,Card Game
295577,Fantasy
295577,Fighting
237,Age of Reason
237,American Indian Wars
237,American Revolutionary War
237,Napoleonic
237,Nautical
237,Pirates
237,Post-Napoleonic
237,Wargame
123607,Card Game
123607,Fantasy
123607,Video Game Theme
195571,Card Game
195571,Movies / TV / Radio theme
195571,Science Fiction
158900,Animals
158900,Fantasy
158900,Fighting
88827,American Civil War
88827,Civil War
88827,Miniatures
88827,Wargame
402663,Industry / Manufacturing
360206,Ancient
360206,City Building
360206,Civilization
360206,Dice
986,Ancient
986,Card Game
986,City Building
309430,Dice
309430,Exploration
309430,Nautical
309430,Pirates
314582,Dice
13308,Nautical
352179,Card Game
352179,Fighting
352179,Science Fiction
356754,Adventure
356754,Exploration
356754,Fighting
356754,Miniatures
356754,Science Fiction
220792,Movies / TV / Radio theme
220792,Novel-based
220792,Science Fiction
220792,Space Exploration
1219,Children's Game
1219,Maze
1219,Puzzle
27627,Adventure
27627,Exploration
27627,Fantasy
27627,Fighting
301919,Medical
301919,Print & Play
183685,Modern Warfare
183685,Political
319807,Industry / Manufacturing
319807,Medieval
335275,Fantasy
207572,Wargame
207572,World War II
147253,Ancient
147253,Civilization
147253,Fantasy
57660,Humor
57660,Movies / TV / Radio theme
57660,Party Game
84732,Card Game
84732,Children's Game
61487,Wargame
61487,World War II
32125,Animals
32125,Bluffing
32125,Card Game
21920,Industry / Manufacturing
21920,Renaissance
366752,Card Game
171011,Dice
339484,Abstract Strategy
339484,Animals
339484,Puzzle
41010,Children's Game
41010,Medieval
340364,City Building
340364,Dice
274450,Card Game
274450,Science Fiction
274450,Transportation
26457,Ancient
26457,Wargame
143185,Card Game
143185,Fantasy
143185,Horror
143185,Humor
143185,Mythology
145189,Card Game
145189,Educational
145189,Music
145189,Party Game
145189,Trivia
302312,Adventure
302312,Deduction
302312,Murder / Mystery
302312,Science Fiction
259374,Card Game
259374,Deduction
329226,Science Fiction
329226,Wargame
210274,Environmental
210274,Farming
180199,Modern Warfare
180199,Wargame
701,American Civil War
701,Civil War
701,Post-Napoleonic
701,Wargame
339214,American West
339214,Card Game
2251,Sports
22348,Humor
22348,Party Game
1107,Animals
1107,Card Game
269725,Dice
284217,Action / Dexterity
284217,Medical
284217,Real-time
241831,Farming
15511,Abstract Strategy
15511,Medieval
15511,Territory Building
268504,Adventure
268504,Fantasy
268504,Fighting
268504,Miniatures
111417,Card Game
111417,Transportation
415776,Adventure
415776,Card Game
415776,City Building
415776,Civilization
415776,Economic
415776,Exploration
415776,Medieval
267378,Abstract Strategy
107255,Prehistoric
107255,Science Fiction
138233,Card Game
138233,Fantasy
385331,Fantasy
385331,Travel
259081,City Building
259081,Dice
248005,Card Game
248005,Science Fiction
317311,Trains
317311,Transportation
96007,Card Game
96007,City Building
96007,Economic
96007,Science Fiction
236217,Bluffing
236217,Card Game
236217,Party Game
236217,Spies / Secret Agents
254,Economic
254,Napoleonic
254,Negotiation
254,Political
254,Wargame
2808,Wargame
2808,World War II
277597,Animals
277597,Transportation
277597,Travel
175293,Card Game
175293,Trains
175293,Transportation
169611,Card Game
169611,Deduction
169611,Movies / TV / Radio theme
169611,Novel-based
124172,Abstract Strategy
124172,Nautical
329716,Economic
329716,Sports
157413,City Building
321277,Economic
321277,Industry / Manufacturing
226501,Card Game
226501,Fantasy
357028,Action / Dexterity
357028,Exploration
357028,Fantasy
357028,Humor
357028,Party Game
362020,Adventure
362020,Fantasy
362020,Horror
198487,Card Game
198487,Fantasy
103092,City Building
216497,Card Game
28089,Animals
28089,Children's Game
28089,Exploration
28089,Maze
28089,Memory
162009,American Civil War
162009,Civil War
162009,Post-Napoleonic
162009,Wargame
139771,Aviation / Flight
139771,Collectible Components
139771,Miniatures
139771,Movies / TV / Radio theme
139771,Science Fiction
139771,Wargame
142079,Dice
142079,Fighting
142079,Party Game
142079,Real-time
142079,Science Fiction
142079,Space Exploration
6901,Card Game
257732,Economic
257732,Science Fiction
903,Action / Dexterity
216632,Card Game
230383,Animals
230383,Card Game
230383,Memory
230383,Nautical
230383,Pirates
256320,Ancient
330174,Abstract Strategy
330174,Exploration
70,City Building
4396,Animals
4396,Card Game
4396,Mythology
526,Abstract Strategy
163805,Economic
163805,Industry / Manufacturing
163805,Nautical
163805,Transportation
123499,Card Game
123499,City Building
123499,Civilization
123499,Economic
123499,Fantasy
299963,Negotiation
299963,Puzzle
29937,Political
29937,Post-Napoleonic
359394,City Building
266965,Card Game
266965,Dice
266965,Fantasy
266965,Fighting
2393,Abstract Strategy
180901,Card Game
180901,Medieval
250881,Civilization
256852,Horror
256852,Miniatures
256852,Movies / TV / Radio theme
256852,Science Fiction
253618,Card Game
253618,Comic Book / Strip
253618,Fighting
253618,Real-time
49,Card Game
49,Memory
35435,Ancient
249590,Medieval
249590,Wargame
24742,Bluffing
24742,Card Game
24742,Modern Warfare
24742,Political
24742,Spies / Secret Agents
315881,Card Game
315881,City Building
315881,Economic
104955,Ancient
104955,Civilization
104955,Territory Building
266964,Card Game
266964,Dice
266964,Fantasy
266964,Fighting
71074,Exploration
71074,Nautical
136280,Abstract Strategy
136280,Electronic
266722,Abstract Strategy
266722,Dice
157096,Civilization
272427,Ancient
402283,Card Game
402283,Medieval
202977,Economic
202977,Educational
202977,Industry / Manufacturing
202977,Medical
240271,Adventure
240271,Exploration
240271,Fighting
240271,Miniatures
240271,Science Fiction
235375,Abstract Strategy
122842,Civilization
122842,Fighting
122842,Science Fiction
122842,Space Exploration
122842,Wargame
205610,Abstract Strategy
205610,Card Game
205610,Fantasy
220367,Fantasy
220367,Trains
265256,Card Game
91984,City Building
27225,Real-time
27225,Word Game
361788,Aviation / Flight
361788,Industry / Manufacturing
361788,Racing
327056,Card Game
327056,Children's Game
327056,Exploration
327056,Puzzle
327056,Real-time
120,Bluffing
180852,American West
180852,Bluffing
180852,Industry / Manufacturing
174078,Card Game
174078,Novel-based
330084,Card Game
330084,Exploration
330084,Puzzle
330084,Real-time
343526,Card Game
343526,Movies / TV / Radio theme
243430,Card Game
303672,Adventure
303672,Dice
303672,Sports
238546,Civilization
238546,Medieval
127997,Abstract Strategy
127997,Ancient
127997,Territory Building
38386,City Building
38386,Medieval
223376,Fantasy
223376,Fighting
223376,Miniatures
223376,Novel-based
223376,Political
223376,Wargame
203430,Card Game
203430,Number
230305,Card Game
230305,Exploration
230305,Puzzle
230305,Real-time
403754,Medieval
351538,Abstract Strategy
351538,Fantasy
351538,Farming
342032,American West
342032,Animals
1662,Napoleonic
1662,Wargame
35503,Ancient
35503,Dice
66588,Children's Game
66588,Educational
66588,Party Game
66588,Trivia
233208,Dice
233208,Wargame
233208,World War II
352454,Adventure
352454,Animals
352454,Card Game
352454,Puzzle
363183,Travel
390340,Animals
390340,Card Game
21551,Ancient
21551,Wargame
155695,Dice
155695,Medieval
320718,Bluffing
320718,Card Game
320718,Deduction
320718,Fantasy
320718,Party Game
271519,Animals
271519,Card Game
271519,Educational
271519,Environmental
358085,Card Game
358085,Trains
358085,Transportation
295488,Adventure
295488,Fantasy
295488,Fighting
295488,Puzzle
171726,Fighting
171726,Miniatures
171726,Real-time
171726,Science Fiction
408180,Space Exploration
180592,Adventure
180592,Economic
204184,Dice
204184,Medieval
204184,Territory Building
204184,Wargame
37907,Economic
37907,Industry / Manufacturing
19622,Wargame
19622,World War II
216428,Abstract Strategy
216428,Animals
216428,Puzzle
112138,Collectible Components
112138,Fantasy
112138,Fighting
112138,Miniatures
273703,Adventure
273703,Card Game
273703,Dice
273703,Exploration
273703,Fantasy
273703,Fighting
273703,Miniatures
3931,Ancient
3931,Civilization
3931,Economic
16267,Trains
337,Animals
337,Card Game
128667,Bluffing
128667,Card Game
128667,Deduction
128667,Fighting
128667,Medieval
278553,Card Game
383206,Adventure
383206,Dice
383206,Fantasy
37387,Trains
37387,Transportation
145588,Economic
145588,Farming
145588,Territory Building
85005,Card Game
85005,Mafia
270847,Action / Dexterity
270847,Sports
322561,Card Game
322561,Dice
322561,Fantasy
322561,Fighting
66510,Card Game
66510,Fantasy
66510,Humor
66510,Medieval
66510,Party Game
406291,Card Game
406291,Economic
406291,Movies / TV / Radio theme
406291,Video Game Theme
381819,Ancient
42673,Napoleonic
42673,Wargame
63759,Economic
63759,Farming
227466,Deduction
227466,Math
227466,Number
227466,Puzzle
285894,Dice
340,Animals
340,Card Game
113289,Card Game
113289,Humor
113289,Party Game
1117,Animals
1117,Bluffing
1117,Card Game
1117,Humor
140,Card Game
140,Economic
140,Party Game
300583,Card Game
1887,Card Game
1887,Collectible Components
1887,Fantasy
1887,Fighting
1887,Medieval
163370,American West
163370,Territory Building
1032,Aviation / Flight
1032,Wargame
1032,World War II
41863,Economic
41863,Wargame
41863,World War II
146418,Dice
146418,Fantasy
146418,Wargame
146221,Adventure
146221,Economic
146221,Fantasy
146221,Industry / Manufacturing
146221,Medieval
274428,Book
274428,Miniatures
274428,Racing
274428,Science Fiction
274428,Wargame
37358,Age of Reason
37358,Political
253664,Action / Dexterity
253664,Card Game
253664,Children's Game
253664,Party Game
253664,Real-time
226634,Bluffing
226634,Deduction
226634,Horror
226634,Movies / TV / Radio theme
226634,Science Fiction
226634,Spies / Secret Agents
324914,Card Game
324914,Spies / Secret Agents
157,Economic
157,Trains
157,Transportation
38992,Age of Reason
208773,Wargame
208773,World War I
730,Wargame
730,World War II
173761,Humor
173761,Mature / Adult
173761,Party Game
173761,Real-time
36648,Children's Game
36648,Deduction
36648,Maze
36648,Memory
323613,City Building
323613,Science Fiction
197097,Adventure
197097,Book
197097,Exploration
197097,Fantasy
197097,Print & Play
205125,Children's Game
205125,Trains
75358,Economic
75358,Trains
174973,Card Game
174973,City Building
174973,Expansion for Base-game
174973,Fantasy
174973,Video Game Theme
218208,Children's Game
218208,Trains
242653,Adventure
242653,Exploration
242653,Fantasy
242653,Miniatures
192945,Card Game
192945,Industry / Manufacturing
192945,Trains
211716,Economic
211716,Educational
211716,Negotiation
211716,Political
401216,Renaissance
113636,Economic
113636,Medieval
322588,City Building
322588,Dice
322588,Mythology
382518,Ancient
382518,City Building
382518,Civilization
382518,Economic
382518,Educational
382518,Medieval
412865,City Building
412865,Economic
262114,
33154,Territory Building
138649,Collectible Components
138649,Comic Book / Strip
138649,Dice
12477,Economic
12477,Industry / Manufacturing
12477,Mafia
12477,Negotiation
12477,Transportation
9441,Animals
9441,Bluffing
9441,Card Game
9441,Children's Game
181345,Action / Dexterity
181345,Children's Game
181345,Puzzle
181345,Real-time
24703,Comic Book / Strip
24703,Fighting
24703,Miniatures
155969,Card Game
155969,City Building
155969,Economic
155969,Fantasy
155969,Humor
160902,Collectible Components
160902,Dice
160902,Fantasy
160902,Fighting
22192,Adventure
22192,Exploration
22192,Fantasy
22192,Fighting
22192,Miniatures
38765,City Building
38765,Economic
38765,Industry / Manufacturing
253684,Abstract Strategy
253684,Animals
253684,Puzzle
592,Card Game
336131,Economic
336131,Wargame
336131,World War II
136955,Ancient
136955,Wargame
6887,Card Game
218293,City Building
218293,Dice
218293,Economic
218293,Fantasy
287589,Farming
287589,Industry / Manufacturing
287589,Science Fiction
98918,Environmental
98918,Prehistoric
263895,Science Fiction
273910,Adventure
273910,Miniatures
273910,Science Fiction
273910,Space Exploration
128442,Adventure
128442,Exploration
128442,Science Fiction
128442,Space Exploration
155255,Card Game
155255,Economic
155255,Negotiation
155255,Political
155255,Spies / Secret Agents
195528,Dice
195528,Farming
163,Bluffing
163,Party Game
163,Word Game
249763,Card Game
249763,Fantasy
179303,Card Game
179303,Horror
179303,Humor
179303,Novel-based
85325,Economic
85325,Educational
85325,Political
198287,Adventure
198287,Fantasy
198287,Puzzle
369548,Animals
369548,Card Game
369548,Puzzle
369548,Science Fiction
256804,Animals
256804,Card Game
256804,Comic Book / Strip
256804,Humor
256804,Party Game
242529,Card Game
242529,Party Game
242529,Print & Play
242529,Word Game
31105,Adventure
31105,Ancient
31105,Card Game
31105,Exploration
56931,Ancient
56931,Card Game
56931,Dice
34585,
366495,Aviation / Flight
366495,Wargame
366495,World War II
84,Wargame
84,World War II
283934,Deduction
283934,Murder / Mystery
283934,Nautical
118695,Action / Dexterity
118695,Party Game
118695,Pirates
330036,Abstract Strategy
330036,Prehistoric
330036,Territory Building
143401,Ancient
143401,Economic
143401,Transportation
181819,Ancient
181819,Card Game
181819,Dice
181819,Fantasy
181819,Fighting
181819,Horror
181819,Mythology
73,Card Game
212346,Adventure
212346,Exploration
212346,Fantasy
212346,Fighting
212346,Horror
212346,Miniatures
232,Economic
232,Nautical
232,Renaissance
229713,Economic
229713,Wargame
229713,World War II
172933,Adventure
172933,Card Game
172933,Dice
172933,Fantasy
144529,Fighting
144529,Science Fiction
249,Nautical
249,Negotiation
249,Party Game
341496,Ancient
341496,Territory Building
143404,Fantasy
143404,Puzzle
63543,Miniatures
63543,Science Fiction
28259,Adventure
28259,Card Game
28259,Fantasy
28259,Fighting
28259,Humor
227072,Bluffing
227072,Card Game
227072,Deduction
227072,Humor
227072,Party Game
227072,Word Game
157026,Card Game
157026,Fantasy
168681,Deduction
168681,Murder / Mystery
168681,Novel-based
168681,Post-Napoleonic
168681,Print & Play
153507,Educational
153507,Trivia
6205,Wargame
6205,World War II
373600,Fantasy
373600,Fighting
373600,Horror
373600,Miniatures
373600,Novel-based
392449,City Building
397897,Horror
397897,Miniatures
142961,Card Game
142961,Fantasy
142961,Science Fiction
226605,Abstract Strategy
226605,Environmental
222407,Economic
222407,Environmental
222407,Industry / Manufacturing
222407,Transportation
442,Racing
442,Sports
386366,Card Game
386366,City Building
386366,Medieval
386366,Nautical
370789,Ancient
370789,City Building
370789,Economic
370789,Racing
176558,Bluffing
176558,Deduction
176558,Mafia
176558,Party Game
34707,Ancient
198190,Economic
198190,Science Fiction
198190,Space Exploration
362976,Exploration
362976,Nautical
315060,Card Game
315060,Fantasy
315060,Fighting
315060,Movies / TV / Radio theme
302520,Deduction
302520,Party Game
293348,Card Game
293348,Collectible Components
293348,Fantasy
293348,Fighting
281152,Trains
281152,Transportation
22245,Card Game
22245,Medieval
22245,Movies / TV / Radio theme
285775,Card Game
285775,Fantasy
285775,Fighting
184824,Book
184824,Miniatures
184824,Racing
184824,Science Fiction
184824,Wargame
381308,Card Game
381308,Party Game
308989,Deduction
308989,Dice
308989,Medieval
308989,Party Game
12589,Card Game
12589,Mafia
142271,Card Game
142271,Party Game
142271,Word Game
238393,Fantasy
238393,Fighting
215312,Deduction
193737,Movies / TV / Radio theme
193737,Science Fiction
193737,Wargame
65564,Aviation / Flight
65564,Modern Warfare
65564,Wargame
120217,Horror
120217,Negotiation
120217,Zombies
32412,Bluffing
32412,Card Game
32412,Medieval
277458,Abstract Strategy
277458,Action / Dexterity
277458,Party Game
187273,Card Game
187273,Dice
187273,Fantasy
187273,Horror
187273,Novel-based
261594,Card Game
261594,Collectible Components
261594,Fantasy
261594,Miniatures
261594,Wargame
67239,Civilization
67239,Exploration
67239,Negotiation
67239,Trains
356952,Ancient
356952,Civilization
231696,Card Game
231696,Movies / TV / Radio theme
348554,Economic
348554,Industry / Manufacturing
348554,Transportation
405537,Action / Dexterity
466,Deduction
466,Spies / Secret Agents
125752,Racing
125752,Sports
313262,Card Game
313262,Deduction
313262,Fantasy
472,Adventure
472,Exploration
472,Fantasy
291847,Bluffing
291847,Deduction
206150,Age of Reason
206150,American Indian Wars
206150,Wargame
17710,Ancient
